% Model,cmt.mph
% Version,COMSOL 6.3.0.420
% Date,"Sep 5 2025, 03:55"
% Table,Accumulated Probe Table 2 - 
% gap (m),Effective_mode_index (1),C12,C21,X11,X22,K12,K21,neff2,xpol1,ypol1,zpol1,xpol2,ypol2,zpol2
2.012751677852349E-7,1.4988027009900067+2.224522051937695E-9i,0.021546751116672248+3.161728898055702E-15i,0.0215468118531802-3.16173781041429E-15i,11727.09970884646,11787.63110373123,17214.578958025006+2.1587936179076025E-9i,17117.873368814788-3.777676663174388E-9i,2.4041634205075226,0.7044974882581916,0.01323751432610426,0.2822649974157039,0.7044974882582129,0.013237514326102403,0.28226499741568734
2.012751677852349E-7,2.4041634205075226,0.021546751116672248+3.161728898055702E-15i,0.0215468118531802-3.16173781041429E-15i,11727.09970884646,11787.63110373123,17214.578958025006+2.1587936179076025E-9i,17117.873368814788-3.777676663174388E-9i,2.4041634205075226,0.7044974882581916,0.01323751432610426,0.2822649974157039,0.7044974882582129,0.013237514326102403,0.28226499741568734
2.1134228187919466E-7,1.4988027009900144+2.2245236685322835E-9i,0.019737391219314664+4.657514319910592E-15i,0.019737472968046847-4.657533610499026E-15i,9653.126790024504,9665.048845843274,15756.763184568983+4.890367355800065E-9i,15659.499542723684-4.542959960061643E-9i,2.4041634205075217,0.7044974882581917,0.013237514326104262,0.28226499741570393,0.7044974882582133,0.01323751432610228,0.2822649974156867
2.1134228187919466E-7,2.4041634205075217,0.019737391219314664+4.657514319910592E-15i,0.019737472968046847-4.657533610499026E-15i,9653.126790024504,9665.048845843274,15756.763184568983+4.890367355800065E-9i,15659.499542723684-4.542959960061643E-9i,2.4041634205075217,0.7044974882581917,0.013237514326104262,0.28226499741570393,0.7044974882582133,0.01323751432610228,0.2822649974156867
2.2140939597315438E-7,1.4988027009900098+2.224520435343081E-9i,0.018064152014928603+3.044701522073797E-15i,0.01806379377509959-3.044641140974714E-15i,7952.1447866817125,7904.530637460463,14273.541137112816+2.8630442852336963E-9i,14303.263008155083-3.391321297493505E-9i,2.404163420507527-9.694890127900842E-16i,0.7044974882581917,0.013237514326104266,0.28226499741570393,0.7044974882582132,0.013237514326102233,0.2822649974156867
2.2140939597315438E-7,2.404163420507527-9.694890127900842E-16i,0.018064152014928603+3.044701522073797E-15i,0.01806379377509959-3.044641140974714E-15i,7952.1447866817125,7904.530637460463,14273.541137112816+2.8630442852336963E-9i,14303.263008155083-3.391321297493505E-9i,2.404163420507527-9.694890127900842E-16i,0.7044974882581917,0.013237514326104266,0.28226499741570393,0.7044974882582132,0.013237514326102233,0.2822649974156867
2.3147651006711412E-7,1.4988027009900111+2.224524072680943E-9i,0.01654276608659962+3.507448527697895E-15i,0.01654246339106408-3.5073843492524697E-15i,6530.243892393364,6447.103059552653,13021.079757469472+4.432158020839751E-9i,13018.42886800152-3.517450369629448E-9i,2.404163420507527-7.271167595925633E-16i,0.7044974882581916,0.013237514326104262,0.2822649974157038,0.7044974882582129,0.013237514326102281,0.28226499741568656
2.3147651006711412E-7,2.404163420507527-7.271167595925633E-16i,0.01654276608659962+3.507448527697895E-15i,0.01654246339106408-3.5073843492524697E-15i,6530.243892393364,6447.103059552653,13021.079757469472+4.432158020839751E-9i,13018.42886800152-3.517450369629448E-9i,2.404163420507527-7.271167595925633E-16i,0.7044974882581916,0.013237514326104262,0.2822649974157038,0.7044974882582129,0.013237514326102281,0.28226499741568656
2.4154362416107384E-7,1.498802700990015+2.224524072680934E-9i,0.015140974972975658-4.077597082962181E-15i,0.015141168859929057+4.0776492984157445E-15i,5351.914296633082,5241.033304415127,11805.191202837403-2.0386280580487443E-9i,11862.973792660428+2.3211201975678388E-9i,2.4041634205075257-4.847445063950433E-16i,0.7044974882581917,0.013237514326104266,0.2822649974157039,0.7044974882582116,0.013237514326103083,0.2822649974156874
2.4154362416107384E-7,2.4041634205075257-4.847445063950433E-16i,0.015140974972975658-4.077597082962181E-15i,0.015141168859929057+4.0776492984157445E-15i,5351.914296633082,5241.033304415127,11805.191202837403-2.0386280580487443E-9i,11862.973792660428+2.3211201975678388E-9i,2.4041634205075257-4.847445063950433E-16i,0.7044974882581917,0.013237514326104266,0.2822649974157039,0.7044974882582116,0.013237514326103083,0.2822649974156874
2.5161073825503357E-7,1.4988027009900122+2.2245216477890304E-9i,0.01387496081784386-7.305268339099548E-16i,0.013874482717167576+7.305016615597102E-16i,4374.453739948259,4269.38269382226,10785.58938861624+3.789837786587967E-10i,10821.386741011615-3.86776527853368E-10i,2.404163420507523-7.271167595925689E-16i,0.7044974882581917,0.013237514326104266,0.2822649974157039,0.7044974882582139,0.0132375143261021,0.28226499741568495
2.5161073825503357E-7,2.404163420507523-7.271167595925689E-16i,0.01387496081784386-7.305268339099548E-16i,0.013874482717167576+7.305016615597102E-16i,4374.453739948259,4269.38269382226,10785.58938861624+3.789837786587967E-10i,10821.386741011615-3.86776527853368E-10i,2.404163420507523-7.271167595925689E-16i,0.7044974882581917,0.013237514326104266,0.2822649974157039,0.7044974882582139,0.0132375143261021,0.28226499741568495
2.616778523489933E-7,1.4988027009899962+2.2245212436404143E-9i,0.01270947270345096-1.6550934963636305E-15i,0.012709301271922574+1.6550711716602914E-15i,3564.943818610857,3480.51985807442,9804.102498012444-2.366009684534953E-9i,9878.906378791708+4.037138851568754E-11i,2.404163420507518,0.7044974882581916,0.013237514326104262,0.2822649974157039,0.7044974882582115,0.01323751432610257,0.28226499741568634
2.616778523489933E-7,2.404163420507518,0.01270947270345096-1.6550934963636305E-15i,0.012709301271922574+1.6550711716602914E-15i,3564.943818610857,3480.51985807442,9804.102498012444-2.366009684534953E-9i,9878.906378791708+4.037138851568754E-11i,2.404163420507518,0.7044974882581916,0.013237514326104262,0.2822649974157039,0.7044974882582115,0.01323751432610257,0.28226499741568634
2.7174496644295306E-7,1.4988027009900071+2.224525285126905E-9i,0.011641876812665857+7.674189484417897E-15i,0.011641960203897026-7.674244454945383E-15i,2910.2875394424814,2847.4933100058465,8933.993428134832+6.834213106250408E-9i,8951.518736703136-6.81014782639724E-9i,2.404163420507525,0.7044974882581916,0.01323751432610426,0.2822649974157039,0.7044974882582135,0.013237514326102302,0.2822649974156854
2.7174496644295306E-7,2.404163420507525,0.011641876812665857+7.674189484417897E-15i,0.011641960203897026-7.674244454945383E-15i,2910.2875394424814,2847.4933100058465,8933.993428134832+6.834213106250408E-9i,8951.518736703136-6.81014782639724E-9i,2.404163420507525,0.7044974882581916,0.01323751432610426,0.2822649974157039,0.7044974882582135,0.013237514326102302,0.2822649974156854
2.818120805369128E-7,1.4988027009900053+2.224521243640394E-9i,0.010668280042853286+2.4992739061278354E-15i,0.010668617868344856-2.4993530490105232E-15i,2369.364778969897,2342.6019756366018,8165.027554346134+1.6664776761007324E-9i,8183.66935186628-3.129837043885142E-9i,2.4041634205075213,0.7044974882581917,0.013237514326104266,0.2822649974157039,0.7044974882582092,0.013237514326103093,0.2822649974156882
2.818120805369128E-7,2.4041634205075213,0.010668280042853286+2.4992739061278354E-15i,0.010668617868344856-2.4993530490105232E-15i,2369.364778969897,2342.6019756366018,8165.027554346134+1.6664776761007324E-9i,8183.66935186628-3.129837043885142E-9i,2.4041634205075213,0.7044974882581917,0.013237514326104266,0.2822649974157039,0.7044974882582092,0.013237514326103093,0.2822649974156882
2.918791946308725E-7,1.498802700990009+2.224526901721508E-9i,0.00977247233863969+1.3472438782833918E-15i,0.009772335684265386-1.3472250389597448E-15i,1933.318930479394,1941.720665772267,7461.948009110591+7.126539781690578E-10i,7402.148440952486-2.222064905115756E-9i,2.404163420507528+7.271167595925624E-16i,0.7044974882581917,0.013237514326104262,0.2822649974157039,0.7044974882582118,0.013237514326103072,0.28226499741568756
2.918791946308725E-7,2.404163420507528+7.271167595925624E-16i,0.00977247233863969+1.3472438782833918E-15i,0.009772335684265386-1.3472250389597448E-15i,1933.318930479394,1941.720665772267,7461.948009110591+7.126539781690578E-10i,7402.148440952486-2.222064905115756E-9i,2.404163420507528+7.271167595925624E-16i,0.7044974882581917,0.013237514326104262,0.2822649974157039,0.7044974882582118,0.013237514326103072,0.28226499741568756
3.019463087248322E-7,1.4988027009900033+2.224522860235005E-9i,0.008951573549237363+1.933680755443649E-15i,0.00895131412779145-1.9336247163288776E-15i,1577.8890814368306,1617.093584126258,6800.442773893589+3.622316244399955E-9i,6702.2470731630065-2.421469718116498E-9i,2.4041634205075195+4.847445063950487E-16i,0.7044974882581917,0.013237514326104266,0.28226499741570393,0.7044974882582132,0.013237514326102177,0.28226499741568534
3.019463087248322E-7,2.4041634205075195+4.847445063950487E-16i,0.008951573549237363+1.933680755443649E-15i,0.00895131412779145-1.9336247163288776E-15i,1577.8890814368306,1617.093584126258,6800.442773893589+3.622316244399955E-9i,6702.2470731630065-2.421469718116498E-9i,2.4041634205075195+4.847445063950487E-16i,0.7044974882581917,0.013237514326104266,0.28226499741570393,0.7044974882582132,0.013237514326102177,0.28226499741568534
3.12013422818792E-7,1.498802700990013+2.224521243640378E-9i,0.008207272386827683+2.4976353497239043E-15i,0.008206913825320267-2.4975262323638655E-15i,1293.6510532319653,1343.9380156954287,6239.39622768891+1.4042984253872096E-9i,6109.694957432429-3.253626840054203E-9i,2.404163420507524,0.7044974882581916,0.013237514326104262,0.2822649974157039,0.7044974882582155,0.013237514326102021,0.28226499741568417
3.12013422818792E-7,2.404163420507524,0.008207272386827683+2.4976353497239043E-15i,0.008206913825320267-2.4975262323638655E-15i,1293.6510532319653,1343.9380156954287,6239.39622768891+1.4042984253872096E-9i,6109.694957432429-3.253626840054203E-9i,2.404163420507524,0.7044974882581916,0.013237514326104262,0.2822649974157039,0.7044974882582155,0.013237514326102021,0.28226499741568417
3.220805369127517E-7,1.4988027009900176+2.2245240726809286E-9i,0.007520368296360472+2.7016541642823315E-15i,0.0075199693157394125-2.7015108325179985E-15i,1062.1837065499553,1111.4241611902396,5690.273621619115+4.4681858839698225E-9i,5586.62688624736-2.89734452554937E-9i,2.4041634205075226,0.7044974882581916,0.01323751432610426,0.2822649974157039,0.7044974882582111,0.01323751432610326,0.28226499741568695
3.220805369127517E-7,2.4041634205075226,0.007520368296360472+2.7016541642823315E-15i,0.0075199693157394125-2.7015108325179985E-15i,1062.1837065499553,1111.4241611902396,5690.273621619115+4.4681858839698225E-9i,5586.62688624736-2.89734452554937E-9i,2.4041634205075226,0.7044974882581916,0.01323751432610426,0.2822649974157039,0.7044974882582111,0.01323751432610326,0.28226499741568695
3.3214765100671143E-7,1.4988027009900107+2.2245240726809435E-9i,0.0068876742600571285+9.158514358089548E-16i,0.006887776638099287-9.158650489784174E-16i,877.0452805723277,917.9976604509255,5183.850770950292+2.1104627205588683E-9i,5086.614136222855-1.7691444352017719E-9i,2.404163420507525+4.847445063950438E-16i,0.7044974882581917,0.013237514326104266,0.28226499741570393,0.7044974882582146,0.013237514326102113,0.282264997415685
3.3214765100671143E-7,2.404163420507525+4.847445063950438E-16i,0.0068876742600571285+9.158514358089548E-16i,0.006887776638099287-9.158650489784174E-16i,877.0452805723277,917.9976604509255,5183.850770950292+2.1104627205588683E-9i,5086.614136222855-1.7691444352017719E-9i,2.404163420507525+4.847445063950438E-16i,0.7044974882581917,0.013237514326104266,0.28226499741570393,0.7044974882582146,0.013237514326102113,0.282264997415685
3.4221476510067115E-7,1.4988027009900067+2.22452083949174E-9i,0.006303411552000282+3.00242928752043E-15i,0.006303222507289882-3.0023392420949526E-15i,723.3040737494418,752.7572742922177,4695.264692664512+1.7827979771917204E-9i,4660.612373684251-3.6981457466526594E-9i,2.404163420507523-4.847445063950454E-16i,0.7044974882581916,0.013237514326104262,0.2822649974157039,0.7044974882582096,0.013237514326103159,0.28226499741568745
3.4221476510067115E-7,2.404163420507523-4.847445063950454E-16i,0.006303411552000282+3.00242928752043E-15i,0.006303222507289882-3.0023392420949526E-15i,723.3040737494418,752.7572742922177,4695.264692664512+1.7827979771917204E-9i,4660.612373684251-3.6981457466526594E-9i,2.404163420507523-4.847445063950454E-16i,0.7044974882581916,0.013237514326104262,0.2822649974157039,0.7044974882582096,0.013237514326103159,0.28226499741568745
