% Model,tutorial_comsol_projeto1.mph
% Version,COMSOL 6.3.0.420
% Date,"Aug 30 2025, 19:06"
% Table,Accumulated Probe Table 3 - 
% gap (m),Effective_mode_index (1),C12,C21,X11,X22,K12,K21
4.932214765100671E-7,2.404163420507527+9.69489012790085E-16i,-4.861720317512923E-5-3.120566043409872E-9i,-4.8607579549278906E-5+3.119948336958623E-9i,8267704.653214182,7946356.695676725,-378.3214587950598-0.03417911189297254i,1.1313342912666848-3.6608680046870215E-5i
5.032885906040268E-7,1.4988027009900178+2.2245256892755337E-9i,-3.531795216410024E-5-3.3071565583948225E-9i,-3.5310969974994767E-5+3.3065027494654392E-9i,8267396.5106893815,7946062.530721143,-367.8522416737246-0.034976190039495716i,-3.5846849305969206-4.242632992981324E-5i
5.032885906040268E-7,2.404163420507525,-3.531795216410024E-5-3.3071565583948225E-9i,-3.5310969974994767E-5+3.3065027494654392E-9i,8267396.5106893815,7946062.530721143,-367.8522416737246-0.034976190039495716i,-3.5846849305969206-4.242632992981324E-5i
5.133557046979866E-7,1.4988027009900105+2.224520031194428E-9i,-3.5492981556990416E-5-3.4541758251375743E-9i,-3.548906947146831E-5+3.453795101100212E-9i,8266775.794234618,7946161.097580337,-372.9460758559837-0.03558893519344191i,-1.4031933940225476-3.364476687959604E-5i
5.133557046979866E-7,2.4041634205075253,-3.5492981556990416E-5-3.4541758251375743E-9i,-3.548906947146831E-5+3.453795101100212E-9i,8266775.794234618,7946161.097580337,-372.9460758559837-0.03558893519344191i,-1.4031933940225476-3.364476687959604E-5i
5.234228187919464E-7,1.4988027009900213+2.224522860234965E-9i,-3.502981103850777E-5-3.626724342183084E-9i,-3.502318655547484E-5+3.626038492812002E-9i,8267660.1868324485,7946384.19351628,-377.94983583103834-0.036193854974589997i,3.714854327151149-1.919676353806831E-5i
5.234228187919464E-7,2.404163420507523-7.271167595925689E-16i,-3.502981103850777E-5-3.626724342183084E-9i,-3.502318655547484E-5+3.626038492812002E-9i,8267660.1868324485,7946384.19351628,-377.94983583103834-0.036193854974589997i,3.714854327151149-1.919676353806831E-5i
5.334899328859061E-7,1.4988027009900147+2.2245236685322827E-9i,-3.441199428830998E-5-3.766049288895035E-9i,-3.440617993420679E-5+3.765412965874865E-9i,8267549.264033675,7946437.703941501,-350.3347825683689-0.03668680776026477i,-5.4626411455020945-3.61885458597183E-5i
5.334899328859061E-7,2.4041634205075306,-3.441199428830998E-5-3.766049288895035E-9i,-3.440617993420679E-5+3.765412965874865E-9i,8267549.264033675,7946437.703941501,-350.3347825683689-0.03668680776026477i,-5.4626411455020945-3.61885458597183E-5i
5.435570469798658E-7,1.498802700990017+2.224522456086324E-9i,-2.291804130126338E-5-3.9633606692032896E-9i,-2.2912095774833248E-5+3.962332472015716E-9i,8267996.411240029,7946148.468308156,-359.37043557257704-0.0370191672962731i,-8.430507071970943-4.023187728019892E-5i
5.435570469798658E-7,2.4041634205075297,-2.291804130126338E-5-3.9633606692032896E-9i,-2.2912095774833248E-5+3.962332472015716E-9i,8267996.411240029,7946148.468308156,-359.37043557257704-0.0370191672962731i,-8.430507071970943-4.023187728019892E-5i
5.536241610738255E-7,1.4988027009900153+2.2245232643836297E-9i,-1.9357438222695498E-5-4.15062521152962E-9i,-1.9352487338081196E-5+4.1495636420046135E-9i,8268101.100615107,7946278.206945363,-308.3386271202437-0.03748428228438988i,4.340451454054649-1.0468106597353146E-5i
5.536241610738255E-7,2.4041634205075297-4.847445063950399E-16i,-1.9357438222695498E-5-4.15062521152962E-9i,-1.9352487338081196E-5+4.1495636420046135E-9i,8268101.100615107,7946278.206945363,-308.3386271202437-0.03748428228438988i,4.340451454054649-1.0468106597353146E-5i
5.636912751677853E-7,1.4988027009900098+2.224523264383642E-9i,-1.909382208674443E-5-4.326671382924031E-9i,-1.9088970699178367E-5+4.325572055630926E-9i,8268062.257765795,7946254.22768071,-324.3834332885582-0.0376873772475677i,-2.5343261735349207-2.3851503704191715E-5i
5.636912751677853E-7,2.4041634205075257+7.2711675959256425E-16i,-1.909382208674443E-5-4.326671382924031E-9i,-1.9088970699178367E-5+4.325572055630926E-9i,8268062.257765795,7946254.22768071,-324.3834332885582-0.0376873772475677i,-2.5343261735349207-2.3851503704191715E-5i
5.73758389261745E-7,1.498802700990017+2.2245232643836264E-9i,-1.5563056867244488E-5-4.489634391054351E-9i,-1.555974645674648E-5+4.488679403037069E-9i,8267861.509306065,7946390.120735509,-298.000461291825-0.03768410276133669i,-1.1130705737931017-1.941415132128549E-5i
5.73758389261745E-7,2.4041634205075235,-1.5563056867244488E-5-4.489634391054351E-9i,-1.555974645674648E-5+4.488679403037069E-9i,8267861.509306065,7946390.120735509,-298.000461291825-0.03768410276133669i,-1.1130705737931017-1.941415132128549E-5i
5.838255033557047E-7,1.4988027009900138+2.2245220519376784E-9i,-1.5191991139898586E-5-4.711358878792338E-9i,-1.5188699620340654E-5+4.710338108720062E-9i,8267874.312472076,7946371.015471899,-284.9894259854197-0.03778378640076667i,-5.767799970355362-2.8594174518711237E-5i
5.838255033557047E-7,2.404163420507524,-1.5191991139898586E-5-4.711358878792338E-9i,-1.5188699620340654E-5+4.710338108720062E-9i,8267874.312472076,7946371.015471899,-284.9894259854197-0.03778378640076667i,-5.767799970355362-2.8594174518711237E-5i
5.938926174496644E-7,1.4988027009900209+2.2245224560863148E-9i,-1.919833762264776E-5-4.892902539279435E-9i,-1.9195078932243542E-5+4.892072027030566E-9i,8267609.593243494,7946489.52923176,-231.52663129846533-0.037985854470844335i,-6.469988740540579-2.9222193521015546E-5i
5.938926174496644E-7,2.4041634205075217,-1.919833762264776E-5-4.892902539279435E-9i,-1.9195078932243542E-5+4.892072027030566E-9i,8267609.593243494,7946489.52923176,-231.52663129846533-0.037985854470844335i,-6.469988740540579-2.9222193521015546E-5i
6.039597315436242E-7,1.4988027009900178+2.2245232643836244E-9i,-1.4721855251278716E-5-5.096953661408443E-9i,-1.4718145623674047E-5+5.09566932599829E-9i,8267971.364238664,7946183.567424013,-220.14471442828574-0.03768158149457581i,-10.344057042792786-3.689041350976909E-5i
6.039597315436242E-7,2.404163420507528+7.271167595925619E-16i,-1.4721855251278716E-5-5.096953661408443E-9i,-1.4718145623674047E-5+5.09566932599829E-9i,8267971.364238664,7946183.567424013,-220.14471442828574-0.03768158149457581i,-10.344057042792786-3.689041350976909E-5i
6.14026845637584E-7,1.498802700990007+2.2245220519376937E-9i,-5.499024204739629E-7-5.306322178034517E-9i,-5.497855628927438E-7+5.305194552565639E-9i,8267732.485890741,7946267.731403742,-188.20338196502618-0.03782835048714823i,-11.720327110735509-3.919309500622797E-5i
6.14026845637584E-7,2.404163420507519,-5.499024204739629E-7-5.306322178034517E-9i,-5.497855628927438E-7+5.305194552565639E-9i,8267732.485890741,7946267.731403742,-188.20338196502618-0.03782835048714823i,-11.720327110735509-3.919309500622797E-5i
6.240939597315437E-7,1.4988027009900182+2.224524476829578E-9i,-9.83652857098911E-6-5.464306214712248E-9i,-9.834739257637411E-6+5.46331223030027E-9i,8267630.940720915,7946413.3474918585,-176.9237010710393-0.03779643224633114i,-15.223387564954233-4.6017767714227175E-5i
6.240939597315437E-7,2.404163420507523,-9.83652857098911E-6-5.464306214712248E-9i,-9.834739257637411E-6+5.46331223030027E-9i,8267630.940720915,7946413.3474918585,-176.9237010710393-0.03779643224633114i,-15.223387564954233-4.6017767714227175E-5i
6.341610738255034E-7,1.4988027009900042+2.224522860235003E-9i,4.616906828113426E-7-5.6283535772773984E-9i,4.6157475308452495E-7+5.62694030749111E-9i,8268079.413902302,7946294.427985374,-151.57874406324217-0.0377149550776435i,-14.020054206249593-4.254951051186766E-5i
6.341610738255034E-7,2.404163420507521,4.616906828113426E-7-5.6283535772773984E-9i,4.6157475308452495E-7+5.62694030749111E-9i,8268079.413902302,7946294.427985374,-151.57874406324217-0.0377149550776435i,-14.020054206249593-4.254951051186766E-5i
6.442281879194631E-7,1.4988027009900076+2.224522860234995E-9i,-3.172321723242051E-6-5.759267246730077E-9i,-3.1717544269416045E-6+5.758237335110949E-9i,8267872.578409812,7946670.062081463,-125.61445012194342-0.0372955146706201i,-14.04631905523993-4.174686141238486E-5i
6.442281879194631E-7,2.404163420507527+1.211861265987605E-15i,-3.172321723242051E-6-5.759267246730077E-9i,-3.1717544269416045E-6+5.758237335110949E-9i,8267872.578409812,7946670.062081463,-125.61445012194342-0.0372955146706201i,-14.04631905523993-4.174686141238486E-5i
6.542953020134229E-7,1.4988027009900116+2.2245240726809414E-9i,-3.6406880005026423E-6-5.8765141632126445E-9i,-3.6400389752143183E-6+5.875466557293466E-9i,8267825.640634853,7946629.374035401,-140.17319077818584-0.03715954525179695i,-13.250299295751157-3.918838448177112E-5i
6.542953020134229E-7,2.404163420507525,-3.6406880005026423E-6-5.8765141632126445E-9i,-3.6400389752143183E-6+5.875466557293466E-9i,8267825.640634853,7946629.374035401,-140.17319077818584-0.03715954525179695i,-13.250299295751157-3.918838448177112E-5i
6.643624161073826E-7,1.4988027009900113+2.2245224560863354E-9i,-1.7240733219235565E-6-6.0049277282392736E-9i,-1.7236395209611045E-6+6.003416804431796E-9i,8268050.690991733,7946262.723801416,-107.15257599485608-0.036803381884916914i,-11.48325030141233-3.4526212089244856E-5i
6.643624161073826E-7,2.404163420507529+7.271167595925605E-16i,-1.7240733219235565E-6-6.0049277282392736E-9i,-1.7236395209611045E-6+6.003416804431796E-9i,8268050.690991733,7946262.723801416,-107.15257599485608-0.036803381884916914i,-11.48325030141233-3.4526212089244856E-5i
6.744295302013423E-7,1.4988027009900171+2.2245236685322777E-9i,-2.6580659041054713E-6-6.076609085098813E-9i,-2.6574087359984483E-6+6.075106731946669E-9i,8268277.020814077,7946515.047745462,-100.23751090783753-0.036451090818896616i,-11.26362333082724-3.3222332364013266E-5i
6.744295302013423E-7,2.4041634205075204,-2.6580659041054713E-6-6.076609085098813E-9i,-2.6574087359984483E-6+6.075106731946669E-9i,8268277.020814077,7946515.047745462,-100.23751090783753-0.036451090818896616i,-11.26362333082724-3.3222332364013266E-5i
6.84496644295302E-7,1.4988027009900171+2.2245224560863226E-9i,1.6794981657989306E-6-6.171394133826927E-9i,1.6792000652083664E-6+6.170298749340583E-9i,8267754.469999717,7946567.13679803,-56.28372012900922-0.03587486800404164i,-10.516792837206136-3.080469677173394E-5i
6.84496644295302E-7,2.404163420507527,1.6794981657989306E-6-6.171394133826927E-9i,1.6792000652083664E-6+6.170298749340583E-9i,8267754.469999717,7946567.13679803,-56.28372012900922-0.03587486800404164i,-10.516792837206136-3.080469677173394E-5i
6.945637583892617E-7,1.4988027009900156+2.224527710018796E-9i,2.8789972467486444E-6-6.243641453355269E-9i,2.8783546593690592E-6+6.2422478830053E-9i,8268158.72648247,7946592.412660466,-66.63060951525115-0.03535353034460019i,-9.259469422324658-2.732071050605744E-5i
6.945637583892617E-7,2.404163420507528,2.8789972467486444E-6-6.243641453355269E-9i,2.8783546593690592E-6+6.2422478830053E-9i,8268158.72648247,7946592.412660466,-66.63060951525115-0.03535353034460019i,-9.259469422324658-2.732071050605744E-5i
7.046308724832216E-7,1.4988027009899991+2.224521647789059E-9i,6.6826447308805005E-6-6.27281034673986E-9i,6.680213357458058E-6+6.270528085004393E-9i,8269110.605992981,7946389.318948106,-38.73063918222387-0.034691671983750366i,-7.461624728616778-2.2658399565004946E-5i
7.046308724832216E-7,2.4041634205075195,6.6826447308805005E-6-6.27281034673986E-9i,6.680213357458058E-6+6.270528085004393E-9i,8269110.605992981,7946389.318948106,-38.73063918222387-0.034691671983750366i,-7.461624728616778-2.2658399565004946E-5i
7.146979865771813E-7,1.4988027009900182+2.224525285126881E-9i,3.7460626926896248E-6-6.309809293732227E-9i,3.7450930313709845E-6+6.308176011402997E-9i,8268586.972870959,7946720.631297304,-48.01669059094322-0.03400470312870999i,-6.898890208334927-2.0713662337320948E-5i
7.146979865771813E-7,2.404163420507527,3.7460626926896248E-6-6.309809293732227E-9i,3.7450930313709845E-6+6.308176011402997E-9i,8268586.972870959,7946720.631297304,-48.01669059094322-0.03400470312870999i,-6.898890208334927-2.0713662337320948E-5i
7.24765100671141E-7,1.4988027009900042+2.2245232643836545E-9i,-1.2952018799167523E-6-6.309950370449806E-9i,-1.2949073258580387E-6+6.308515365204099E-9i,8267940.2908986965,7946348.922633708,-41.01322390439382-0.03325356142056706i,-5.295281679185253-1.6542299830929895E-5i
7.24765100671141E-7,2.4041634205075213,-1.2952018799167523E-6-6.309950370449806E-9i,-1.2949073258580387E-6+6.308515365204099E-9i,8267940.2908986965,7946348.922633708,-41.01322390439382-0.03325356142056706i,-5.295281679185253-1.6542299830929895E-5i
7.348322147651007E-7,1.4988027009900182+2.2245232643836235E-9i,4.541682598620496E-6-6.304198518565174E-9i,4.540530586867296E-6+6.302599439230559E-9i,8268358.384295099,7946542.234047809,-30.613114695563105-0.03238307940540879i,-4.100585511226731-1.3304477488466777E-5i
7.348322147651007E-7,2.4041634205075204+4.847445063950484E-16i,4.541682598620496E-6-6.304198518565174E-9i,4.540530586867296E-6+6.302599439230559E-9i,8268358.384295099,7946542.234047809,-30.613114695563105-0.03238307940540879i,-4.100585511226731-1.3304477488466777E-5i
7.448993288590604E-7,1.4988027009900096+2.224524476829598E-9i,3.176107637924294E-6-6.24827614641311E-9i,3.175326659047658E-6+6.2467397464411954E-9i,8268146.241325317,7946400.037208091,-16.73494436801636-0.031389631333150404i,-3.721586861721869-1.184252146988361E-5i
7.448993288590604E-7,2.404163420507522,3.176107637924294E-6-6.24827614641311E-9i,3.175326659047658E-6+6.2467397464411954E-9i,8268146.241325317,7946400.037208091,-16.73494436801636-0.031389631333150404i,-3.721586861721869-1.184252146988361E-5i
7.549664429530202E-7,1.4988027009900131+2.224522860234984E-9i,1.6834099954137152E-6-6.219845792929505E-9i,1.6830242218455882E-6+6.218420440750728E-9i,8268174.370172162,7946560.046571997,-37.36946376103565-0.03045985595678076i,-3.3384090053204374-1.0463101319179546E-5i
7.549664429530202E-7,2.4041634205075226+4.847445063950463E-16i,1.6834099954137152E-6-6.219845792929505E-9i,1.6830242218455882E-6+6.218420440750728E-9i,8268174.370172162,7946560.046571997,-37.36946376103565-0.03045985595678076i,-3.3384090053204374-1.0463101319179546E-5i
7.650335570469799E-7,1.4988027009900138+2.224526093424194E-9i,2.466523968455256E-6-6.152601177721854E-9i,2.4661095438097546E-6+6.151567419447207E-9i,8267634.808946658,7946527.423490655,-36.10426933850228-0.02941881595938517i,-1.4568538944703515-5.862156801375956E-6i
7.650335570469799E-7,2.404163420507522,2.466523968455256E-6-6.152601177721854E-9i,2.4661095438097546E-6+6.151567419447207E-9i,8267634.808946658,7946527.423490655,-36.10426933850228-0.02941881595938517i,-1.4568538944703515-5.862156801375956E-6i
7.751006711409396E-7,1.4988027009900133+2.224522051937679E-9i,2.605199138601875E-6-6.049871137599066E-9i,2.6046807707786246E-6+6.0486673683800235E-9i,8267719.192886028,7946362.504248074,-29.772713234501204-0.028264966353977242i,0.3747085650770165-1.4024579340276715E-6i
7.751006711409396E-7,2.404163420507528-4.847445063950413E-16i,2.605199138601875E-6-6.049871137599066E-9i,2.6046807707786246E-6+6.0486673683800235E-9i,8267719.192886028,7946362.504248074,-29.772713234501204-0.028264966353977242i,0.3747085650770165-1.4024579340276715E-6i
7.851677852348993E-7,1.4988027009900116+2.2245224560863346E-9i,1.2886167432693873E-6-5.9160802016944065E-9i,1.2883966098699802E-6+5.915069562299248E-9i,8267588.554275837,7946460.635806759,-20.667752215677595-0.02702947560895235i,0.16438875580623144-1.4222647056922528E-6i
7.851677852348993E-7,2.404163420507523,1.2886167432693873E-6-5.9160802016944065E-9i,1.2883966098699802E-6+5.915069562299248E-9i,8267588.554275837,7946460.635806759,-20.667752215677595-0.02702947560895235i,0.16438875580623144-1.4222647056922528E-6i
7.952348993288592E-7,1.4988027009900178+2.2245232643836244E-9i,2.476008699876258E-7-5.800426915792259E-9i,2.4755863028505833E-7+5.799437386523879E-9i,8267487.945678786,7946365.7891295,-25.283824347242675-0.02577766195724468i,0.9622744046496955+6.585134172043778E-7i
7.952348993288592E-7,2.404163420507527,2.476008699876258E-7-5.800426915792259E-9i,2.4755863028505833E-7+5.799437386523879E-9i,8267487.945678786,7946365.7891295,-25.283824347242675-0.02577766195724468i,0.9622744046496955+6.585134172043778E-7i
8.053020134228189E-7,1.4988027009900111+2.224524072680943E-9i,-4.296316216044366E-7-5.664551617979772E-9i,-4.2953484576004384E-7+5.66327566030274E-9i,8267900.895800334,7946328.2782025235,-36.46654956914913-0.02457541719838383i,1.1190298258163802+1.306277115562863E-6i
8.053020134228189E-7,2.4041634205075217-1.2118612659876179E-15i,-4.296316216044366E-7-5.664551617979772E-9i,-4.2953484576004384E-7+5.66327566030274E-9i,8267900.895800334,7946328.2782025235,-36.46654956914913-0.02457541719838383i,1.1190298258163802+1.306277115562863E-6i
8.153691275167786E-7,1.4988027009900167+2.22452124364037E-9i,-5.598043573775125E-7-5.494194430503927E-9i,-5.597179067773563E-7+5.493345961927966E-9i,8267121.946020531,7946142.481966456,-23.105565242569753-0.023039309017428965i,2.579050261108347+4.747798814148206E-6i
8.153691275167786E-7,2.404163420507528,-5.598043573775125E-7-5.494194430503927E-9i,-5.597179067773563E-7+5.493345961927966E-9i,8267121.946020531,7946142.481966456,-23.105565242569753-0.023039309017428965i,2.579050261108347+4.747798814148206E-6i
8.254362416107383E-7,1.4988027009900171+2.224524072680929E-9i,2.705243684422513E-7-5.312187690959174E-9i,2.7047966533842833E-7+5.3113098725238864E-9i,8267503.4534326885,7946423.21343327,-16.328141215362557-0.021725786870180487i,1.4189893541989917+2.4342127792842657E-6i
8.254362416107383E-7,2.404163420507529,2.705243684422513E-7-5.312187690959174E-9i,2.7047966533842833E-7+5.3113098725238864E-9i,8267503.4534326885,7946423.21343327,-16.328141215362557-0.021725786870180487i,1.4189893541989917+2.4342127792842657E-6i
8.35503355704698E-7,1.4988027009900116+2.2245224560863346E-9i,-3.859080099609054E-6-5.094798186127089E-9i,-3.858230127505974E-6+5.093676044005845E-9i,8267697.679169653,7946172.709566007,-45.10250376379545-0.020162962350452854i,2.6466038708237374+5.258818277527667E-6i
8.35503355704698E-7,2.4041634205075257,-3.859080099609054E-6-5.094798186127089E-9i,-3.858230127505974E-6+5.093676044005845E-9i,8267697.679169653,7946172.709566007,-45.10250376379545-0.020162962350452854i,2.6466038708237374+5.258818277527667E-6i
8.455704697986578E-7,1.4988027009900013+2.224525285126919E-9i,-2.514373602081905E-6-4.87944367721561E-9i,-2.5140197288483615E-6+4.878756943744294E-9i,8267234.845999053,7946359.798728919,-40.428322041576166-0.018503731451502952i,2.135227571852495+4.254995221360532E-6i
8.455704697986578E-7,2.4041634205075257,-2.514373602081905E-6-4.87944367721561E-9i,-2.5140197288483615E-6+4.878756943744294E-9i,8267234.845999053,7946359.798728919,-40.428322041576166-0.018503731451502952i,2.135227571852495+4.254995221360532E-6i
8.556375838926175E-7,1.4988027009900193+2.2245212436403626E-9i,-2.975735304688259E-6-4.659775889673254E-9i,-2.975392919021896E-6+4.659239739676798E-9i,8267180.976511468,7946512.117420046,-43.068872671310196-0.016880381346266543i,2.815250983302243+5.785371537025134E-6i
8.556375838926175E-7,2.404163420507527,-2.975735304688259E-6-4.659775889673254E-9i,-2.975392919021896E-6+4.659239739676798E-9i,8267180.976511468,7946512.117420046,-43.068872671310196-0.016880381346266543i,2.815250983302243+5.785371537025134E-6i
8.657046979865772E-7,1.498802700990007+2.2245224560863454E-9i,-2.312735367029677E-6-4.408822155118638E-9i,-2.3121586774112247E-6+4.407722798053077E-9i,8268147.830243008,7946374.046302566,-41.07439771776355-0.015223494524886307i,2.5166274645949778+5.178312591177309E-6i
8.657046979865772E-7,2.404163420507519-4.847445063950493E-16i,-2.312735367029677E-6-4.408822155118638E-9i,-2.3121586774112247E-6+4.407722798053077E-9i,8268147.830243008,7946374.046302566,-41.07439771776355-0.015223494524886307i,2.5166274645949778+5.178312591177309E-6i
8.757718120805369E-7,1.4988027009900133+2.224523264383634E-9i,-3.8568911564373426E-6-4.146079487235375E-9i,-3.855993232156945E-6+4.145114236910939E-9i,8268031.88388745,7946394.10435772,-45.55780632330864-0.013419112619207021i,2.742797392329192+5.6398814216298235E-6i
8.757718120805369E-7,2.4041634205075253+4.847445063950436E-16i,-3.8568911564373426E-6-4.146079487235375E-9i,-3.855993232156945E-6+4.145114236910939E-9i,8268031.88388745,7946394.10435772,-45.55780632330864-0.013419112619207021i,2.742797392329192+5.6398814216298235E-6i
8.858389261744967E-7,1.4988027009900105+2.2245240726809443E-9i,-5.75121202643536E-6-3.884360702259358E-9i,-5.7501157399700745E-6+3.88362027188666E-9i,8267807.535147337,7946513.826644933,-52.19407110355445-0.011568027854160619i,2.062470581624797+4.118652838352057E-6i
8.858389261744967E-7,2.4041634205075257,-5.75121202643536E-6-3.884360702259358E-9i,-5.7501157399700745E-6+3.88362027188666E-9i,8267807.535147337,7946513.826644933,-52.19407110355445-0.011568027854160619i,2.062470581624797+4.118652838352057E-6i
8.959060402684565E-7,1.4988027009900156+2.2245224560863255E-9i,-6.599567799474807E-6-3.595633225138884E-9i,-6.598452942029083E-6+3.5950258189276014E-9i,8267596.532046006,7946483.40749853,-50.079414206354954-0.009662085629993747i,3.36739596827331+6.9048819514917255E-6i
8.959060402684565E-7,2.404163420507521,-6.599567799474807E-6-3.595633225138884E-9i,-6.598452942029083E-6+3.5950258189276014E-9i,8267596.532046006,7946483.40749853,-50.079414206354954-0.009662085629993747i,3.36739596827331+6.9048819514917255E-6i
9.059731543624162E-7,1.498802700990017+2.2245232643836264E-9i,-9.311377562383447E-6-3.3077310963213616E-9i,-9.308823997971975E-6+3.306823979801419E-9i,8268578.137360486,7946589.782843997,-64.81444776049766-0.007632095970440079i,0.4988193320568047+6.049582928189727E-7i
9.059731543624162E-7,2.4041634205075195+4.847445063950489E-16i,-9.311377562383447E-6-3.3077310963213616E-9i,-9.308823997971975E-6+3.306823979801419E-9i,8268578.137360486,7946589.782843997,-64.81444776049766-0.007632095970440079i,0.4988193320568047+6.049582928189727E-7i
9.160402684563759E-7,1.4988027009900105+2.2245220519376866E-9i,-3.0983873179140624E-6-3.032376299724417E-9i,-3.097583140722576E-6+3.031589255495917E-9i,8268328.86550851,7946467.015978236,-74.32668982179311-0.005621281124003305i,1.1787886494811461+2.0080145994913373E-6i
9.160402684563759E-7,2.404163420507521,-3.0983873179140624E-6-3.032376299724417E-9i,-3.097583140722576E-6+3.031589255495917E-9i,8268328.86550851,7946467.015978236,-74.32668982179311-0.005621281124003305i,1.1787886494811461+2.0080145994913373E-6i
9.261073825503356E-7,1.4988027009900116+2.2245228602349863E-9i,-3.339662940409332E-6-2.727506898668686E-9i,-3.3390743176228884E-6+2.7270261697031033E-9i,8267815.04034852,7946635.223120224,-76.8807095557083-0.0035609968884761202i,0.7151939292319999+9.420109703553001E-7i
9.261073825503356E-7,2.4041634205075213-4.847445063950476E-16i,-3.339662940409332E-6-2.727506898668686E-9i,-3.3390743176228884E-6+2.7270261697031033E-9i,8267815.04034852,7946635.223120224,-76.8807095557083-0.0035609968884761202i,0.7151939292319999+9.420109703553001E-7i
9.361744966442953E-7,1.4988027009900045+2.2245224560863503E-9i,1.529483566700616E-6-2.450181786171934E-9i,1.5293585354057082E-6+2.4499814901974328E-9i,8266953.569501699,7946558.266813482,-73.22300417941159-0.001545861583698132i,0.1735150659571346-2.719849925787157E-7i
9.361744966442953E-7,2.404163420507525,1.529483566700616E-6-2.450181786171934E-9i,1.5293585354057082E-6+2.4499814901974328E-9i,8266953.569501699,7946558.266813482,-73.22300417941159-0.001545861583698132i,0.1735150659571346-2.719849925787157E-7i
9.462416107382551E-7,1.4988027009900167+2.224527710018795E-9i,1.3732189164180142E-6-2.1292701492461825E-9i,1.3729332617605658E-6+2.128827222100434E-9i,8267832.200170438,7946399.237375708,-62.55959256206074+4.3502045030829623E-4i,0.20557863628978382-2.1139907127962857E-7i
9.462416107382551E-7,2.4041634205075195+9.694890127900978E-16i,1.3732189164180142E-6-2.1292701492461825E-9i,1.3729332617605658E-6+2.128827222100434E-9i,8267832.200170438,7946399.237375708,-62.55959256206074+4.3502045030829623E-4i,0.20557863628978382-2.1139907127962857E-7i
9.563087248322147E-7,1.4988027009900087+2.224525689275554E-9i,2.2996982082867605E-6-1.8222065645097918E-9i,2.2992110567360037E-6+1.8218205613592691E-9i,8267814.914014095,7946352.30529993,-57.61433198417271+0.0022670571926901167i,0.9069463000810278+1.3212506977978624E-6i
9.563087248322147E-7,2.4041634205075226-7.271167595925694E-16i,2.2996982082867605E-6-1.8222065645097918E-9i,2.2992110567360037E-6+1.8218205613592691E-9i,8267814.914014095,7946352.30529993,-57.61433198417271+0.0022670571926901167i,0.9069463000810278+1.3212506977978624E-6i
9.663758389261744E-7,1.49880270099002+2.2245269017214834E-9i,3.5576516012855707E-6-1.5051974178646843E-9i,3.5566215080391084E-6+1.5047615984342058E-9i,8268574.629126145,7946464.781405226,-42.42079272706907+0.004071213909577147i,1.449627973690333+2.5228919090201227E-6i
9.663758389261744E-7,2.404163420507529,3.5576516012855707E-6-1.5051974178646843E-9i,3.5566215080391084E-6+1.5047615984342058E-9i,8268574.629126145,7946464.781405226,-42.42079272706907+0.004071213909577147i,1.449627973690333+2.5228919090201227E-6i
9.764429530201341E-7,1.4988027009900133+2.2245236685322856E-9i,7.856962529494374E-6-1.2079923264265085E-9i,7.855575485596883E-6+1.2077790711922747E-9i,8267735.28081448,7946556.29876398,-31.237505940289928+0.00574101212258987i,1.7277372616997746+3.154334823792784E-6i
9.764429530201341E-7,2.4041634205075297,7.856962529494374E-6-1.2079923264265085E-9i,7.855575485596883E-6+1.2077790711922747E-9i,8267735.28081448,7946556.29876398,-31.237505940289928+0.00574101212258987i,1.7277372616997746+3.154334823792784E-6i
9.865100671140938E-7,1.4988027009900122+2.2245224560863334E-9i,8.871112596176903E-6-9.088311826169665E-10i,8.86926918507218E-6+9.086423281214129E-10i,8267738.71237951,7946311.124618135,-15.265736907687662+0.007293167198607297i,1.7487023807246085+3.2240191122696756E-6i
9.865100671140938E-7,2.4041634205075257+4.847445063950429E-16i,8.871112596176903E-6-9.088311826169665E-10i,8.86926918507218E-6+9.086423281214129E-10i,8267738.71237951,7946311.124618135,-15.265736907687662+0.007293167198607297i,1.7487023807246085+3.2240191122696756E-6i
9.965771812080536E-7,1.4988027009900138+2.2245232643836335E-9i,8.651506755006577E-6-6.130224122792636E-10i,8.649913564037245E-6+6.129095230682979E-10i,8267682.655953821,7946445.1954021705,-2.303565851029996+0.008834772328501746i,1.629211714551687+2.993150801238393E-6i
9.965771812080536E-7,2.404163420507525,8.651506755006577E-6-6.130224122792636E-10i,8.649913564037245E-6+6.129095230682979E-10i,8267682.655953821,7946445.1954021705,-2.303565851029996+0.008834772328501746i,1.629211714551687+2.993150801238393E-6i
1.0066442953020133E-6,1.4988027009900107+2.224521647789034E-9i,9.71859652846384E-6-3.1463359969846257E-10i,9.716847912379432E-6+3.145769893256052E-10i,8267674.286300663,7946470.747487834,12.694304462488022+0.010230452467351442i,1.6359323696717913+3.0352649225209096E-6i
1.0066442953020133E-6,2.4041634205075204-9.694890127900964E-16i,9.71859652846384E-6-3.1463359969846257E-10i,9.716847912379432E-6+3.145769893256052E-10i,8267674.286300663,7946470.747487834,12.694304462488022+0.010230452467351442i,1.6359323696717913+3.0352649225209096E-6i
1.016711409395973E-6,1.4988027009900087+2.224523264383645E-9i,9.604721894525258E-6-5.5378092736062026E-11i,9.602994541717251E-6+5.5368133311412356E-11i,8267857.9487800645,7946647.915421096,27.578149834606805+0.011510613998396807i,1.565308891619572+2.9107809347594847E-6i
