% Model,tutorial_comsol_projeto1.mph
% Version,COMSOL 6.3.0.420
% Date,"Sep 3 2025, 13:49"
% Table,Accumulated Probe Table 3 - 
% gap (m),Effective_mode_index (1),C12,C21,X11,X22,K12,K21
5.234228187919464E-7,1.4988027009900144+2.2245216477890262E-9i,-9.585113033435041E-6-8.808727285132337E-9i,-9.587392978369904E-6+8.810822556527301E-9i,7946447.94282448,8268129.220223849,9.39842801708306+3.03405974822189E-5i,64.47695774274553+0.06512770157762496i
5.234228187919464E-7,2.404163420507524+4.84744506395045E-16i,-9.585113033435041E-6-8.808727285132337E-9i,-9.587392978369904E-6+8.810822556527301E-9i,7946447.94282448,8268129.220223849,9.39842801708306+3.03405974822189E-5i,64.47695774274553+0.06512770157762496i
5.334899328859061E-7,1.4988027009900111+2.224522456086336E-9i,-2.2485710643742368E-5-8.609067371983862E-9i,-2.2492441272379094E-5+8.611644316795918E-9i,7946302.791384248,8268486.271786467,9.328498896943678+2.9249726564363413E-5i,-4.4772001660320715+0.06325944757484248i
5.334899328859061E-7,2.404163420507521,-2.2485710643742368E-5-8.609067371983862E-9i,-2.2492441272379094E-5+8.611644316795918E-9i,7946302.791384248,8268486.271786467,9.328498896943678+2.9249726564363413E-5i,-4.4772001660320715+0.06325944757484248i
5.435570469798658E-7,1.4988027009900122+2.2245252851268944E-9i,-7.371275593966435E-6-8.435632135047635E-9i,-7.373447792057283E-6+8.438117982142308E-9i,7946251.4665336255,8268394.470603264,11.034799360842712+3.221959606836966E-5i,-55.292947662794624+0.06142432449819352i
5.435570469798658E-7,2.404163420507522+4.847445063950467E-16i,-7.371275593966435E-6-8.435632135047635E-9i,-7.373447792057283E-6+8.438117982142308E-9i,7946251.4665336255,8268394.470603264,11.034799360842712+3.221959606836966E-5i,-55.292947662794624+0.06142432449819352i
5.536241610738255E-7,1.4988027009900098+2.22452286023499E-9i,-1.4514513490843103E-5-8.152308790741946E-9i,-1.451860955424537E-5+8.154609410304753E-9i,7946337.23298857,8268380.5580139775,13.442127764283288+3.672170466093383E-5i,-104.60605609470542+0.05910021210936141i
5.536241610738255E-7,2.4041634205075293,-1.4514513490843103E-5-8.152308790741946E-9i,-1.451860955424537E-5+8.154609410304753E-9i,7946337.23298857,8268380.5580139775,13.442127764283288+3.672170466093383E-5i,-104.60605609470542+0.05910021210936141i
5.636912751677853E-7,1.4988027009900071+2.22452124364039E-9i,-7.729387035818394E-6-7.929134596713862E-9i,-7.731269574788257E-6+7.931065785410525E-9i,7946337.439626193,8268061.3017199,17.128532607058474+4.416132346653334E-5i,-153.54711816710852+0.05696856691078661i
5.636912751677853E-7,2.4041634205075257-1.4542335191851285E-15i,-7.729387035818394E-6-7.929134596713862E-9i,-7.731269574788257E-6+7.931065785410525E-9i,7946337.439626193,8268061.3017199,17.128532607058474+4.416132346653334E-5i,-153.54711816710852+0.05696856691078661i
5.73758389261745E-7,1.4988027009900058+2.2245220519376966E-9i,-1.2647419326977376E-5-7.57400321013139E-9i,-1.2651178134707466E-5+7.576254200715165E-9i,7946501.457454584,8268675.389315379,15.186732936958242+3.938871089638259E-5i,-208.48297532772045+0.054139647304484485i
5.73758389261745E-7,2.4041634205075257+4.847445063950429E-16i,-1.2647419326977376E-5-7.57400321013139E-9i,-1.2651178134707466E-5+7.576254200715165E-9i,7946501.457454584,8268675.389315379,15.186732936958242+3.938871089638259E-5i,-208.48297532772045+0.054139647304484485i
5.838255033557047E-7,1.4988027009900144+2.224522051937677E-9i,-1.3397642581403981E-5-7.249668784125841E-9i,-1.3400843407833113E-5+7.251400800135786E-9i,7946446.395087336,8268136.260784242,13.95925686111201+3.631402946974948E-5i,-254.52107949456135+0.05117500523595118i
5.838255033557047E-7,2.404163420507524,-1.3397642581403981E-5-7.249668784125841E-9i,-1.3400843407833113E-5+7.251400800135786E-9i,7946446.395087336,8268136.260784242,13.95925686111201+3.631402946974948E-5i,-254.52107949456135+0.05117500523595118i
5.938926174496644E-7,1.4988027009900167+2.22452124364037E-9i,-1.5149921520698545E-5-6.865200780864841E-9i,-1.5153594916470755E-5+6.866865383515706E-9i,7946190.068570521,8267898.98376449,11.023744495743285+2.9419031186228876E-5i,-264.09330915932395+0.04807760054046486i
5.938926174496644E-7,2.4041634205075204+4.847445063950484E-16i,-1.5149921520698545E-5-6.865200780864841E-9i,-1.5153594916470755E-5+6.866865383515706E-9i,7946190.068570521,8267898.98376449,11.023744495743285+2.9419031186228876E-5i,-264.09330915932395+0.04807760054046486i
6.039597315436242E-7,1.4988027009900007+2.2245269017215264E-9i,-1.1915723737504684E-5-6.461383901109859E-9i,-1.1919455882011276E-5+6.463407682372549E-9i,7946230.338923939,8268525.634310548,10.749183864138466+2.8419237031433347E-5i,-309.5275604841445+0.044672211842076065i
6.039597315436242E-7,2.4041634205075226-4.847445063950463E-16i,-1.1915723737504684E-5-6.461383901109859E-9i,-1.1919455882011276E-5+6.463407682372549E-9i,7946230.338923939,8268525.634310548,10.749183864138466+2.8419237031433347E-5i,-309.5275604841445+0.044672211842076065i
6.14026845637584E-7,1.498802700990015+2.2245224560863276E-9i,-1.4853704391306596E-5-6.063286454942481E-9i,-1.4855256634783119E-5+6.063920081181315E-9i,7946559.494265703,8267142.888049746,7.586398608262948+2.1104329147945014E-5i,-307.3524096357598+0.04107476479475315i
6.14026845637584E-7,2.4041634205075266,-1.4853704391306596E-5-6.063286454942481E-9i,-1.4855256634783119E-5+6.063920081181315E-9i,7946559.494265703,8267142.888049746,7.586398608262948+2.1104329147945014E-5i,-307.3524096357598+0.04107476479475315i
6.240939597315437E-7,1.4988027009900182+2.224520839491714E-9i,-1.5805424481538368E-5-5.5784766222357705E-9i,-1.580904143585057E-5+5.579753215287611E-9i,7946555.8045911975,8268166.882156942,6.294647564363512+1.7868185935859105E-5i,-324.5364493827202+0.03712718938267265i
6.240939597315437E-7,2.404163420507523,-1.5805424481538368E-5-5.5784766222357705E-9i,-1.580904143585057E-5+5.579753215287611E-9i,7946555.8045911975,8268166.882156942,6.294647564363512+1.7868185935859105E-5i,-324.5364493827202+0.03712718938267265i
6.341610738255034E-7,1.4988027009900105+2.224522860234989E-9i,-1.8527883008218276E-5-5.227568182517845E-9i,-1.8532407529365714E-5+5.228844758086726E-9i,7946307.644677899,8268035.628774944,5.505176150503127+1.573865895636722E-5i,-321.37991460267284+0.032988457567765014i
6.341610738255034E-7,2.4041634205075217,-1.8527883008218276E-5-5.227568182517845E-9i,-1.8532407529365714E-5+5.228844758086726E-9i,7946307.644677899,8268035.628774944,5.505176150503127+1.573865895636722E-5i,-321.37991460267284+0.032988457567765014i
6.442281879194631E-7,1.4988027009900031+2.224523668532309E-9i,-2.3450193799290967E-5-4.836349437196904E-9i,-2.3455647040032635E-5+4.8374741092579364E-9i,7946514.018859659,8268154.015679949,4.03895519386319+1.2170165382744356E-5i,-325.1904989561941+0.02886363613185032i
6.442281879194631E-7,2.404163420507521,-2.3450193799290967E-5-4.836349437196904E-9i,-2.3455647040032635E-5+4.8374741092579364E-9i,7946514.018859659,8268154.015679949,4.03895519386319+1.2170165382744356E-5i,-325.1904989561941+0.02886363613185032i
6.542953020134229E-7,1.4988027009900113+2.22452366853229E-9i,-2.9374595704175956E-5-4.387425158906798E-9i,-2.9377279596681114E-5+4.3878260283389895E-9i,7946598.030582116,8267074.406691391,5.63082017153878+1.5246562799130453E-5i,-350.3525884789582+0.024613636001480116i
6.542953020134229E-7,2.404163420507525,-2.9374595704175956E-5-4.387425158906798E-9i,-2.9377279596681114E-5+4.3878260283389895E-9i,7946598.030582116,8267074.406691391,5.63082017153878+1.5246562799130453E-5i,-350.3525884789582+0.024613636001480116i
6.643624161073826E-7,1.4988027009900218+2.2245208394917055E-9i,-3.3355965302613574E-5-3.963184162631454E-9i,-3.3362529285643475E-5+3.9639640613197906E-9i,7946353.964936487,8267691.890831498,2.1975153008295663+7.36948163742879E-6i,-356.55744579575105+0.020449851495383062i
6.643624161073826E-7,2.404163420507523-4.847445063950458E-16i,-3.3355965302613574E-5-3.963184162631454E-9i,-3.3362529285643475E-5+3.9639640613197906E-9i,7946353.964936487,8267691.890831498,2.1975153008295663+7.36948163742879E-6i,-356.55744579575105+0.020449851495383062i
6.744295302013423E-7,1.4988027009900133+2.2245224560863313E-9i,-3.0100255771038256E-5-3.527997017651813E-9i,-3.0108049126594703E-5+3.5289104628852965E-9i,7946400.407353147,8268253.763329905,4.653972388007802+1.2359260866814061E-5i,-354.3493834048704+0.01640196026412319i
6.744295302013423E-7,2.4041634205075195-7.271167595925733E-16i,-3.0100255771038256E-5-3.527997017651813E-9i,-3.0108049126594703E-5+3.5289104628852965E-9i,7946400.407353147,8268253.763329905,4.653972388007802+1.2359260866814061E-5i,-354.3493834048704+0.01640196026412319i
6.84496644295302E-7,1.4988027009900113+2.2245220519376837E-9i,-3.4160559755407436E-5-3.027113395783292E-9i,-3.4168139161609294E-5+3.0277850394041795E-9i,7946439.900324567,8267988.699589583,1.015955551099639+4.090265688249655E-6i,-351.05825168934393+0.012330831178049104i
6.84496644295302E-7,2.4041634205075257,-3.4160559755407436E-5-3.027113395783292E-9i,-3.4168139161609294E-5+3.0277850394041795E-9i,7946439.900324567,8267988.699589583,1.015955551099639+4.090265688249655E-6i,-351.05825168934393+0.012330831178049104i
6.945637583892617E-7,1.498802700990009+2.2245240726809468E-9i,-3.303337261290258E-5-2.5129432148900637E-9i,-3.304093589970788E-5+2.5135185757677545E-9i,7946374.017952276,8267978.700239634,2.88683754503157+7.848368849227779E-6i,-366.92245963313184+0.00807073347629218i
6.945637583892617E-7,2.404163420507527,-3.303337261290258E-5-2.5129432148900637E-9i,-3.304093589970788E-5+2.5135185757677545E-9i,7946374.017952276,8267978.700239634,2.88683754503157+7.848368849227779E-6i,-366.92245963313184+0.00807073347629218i
7.046308724832216E-7,1.4988027009900187+2.2245224560863193E-9i,-3.0913372709354895E-5-2.0098579546206653E-9i,-3.091961841089593E-5+2.0102640239629666E-9i,7946392.73014274,8267775.645039239,0.2531274568875974+1.7967114972052716E-6i,-357.8908470557589+0.0039519122275910425i
7.046308724832216E-7,2.404163420507528,-3.0913372709354895E-5-2.0098579546206653E-9i,-3.091961841089593E-5+2.0102640239629666E-9i,7946392.73014274,8267775.645039239,0.2531274568875974+1.7967114972052716E-6i,-357.8908470557589+0.0039519122275910425i
7.146979865771813E-7,1.4988027009900111+2.2245220519376846E-9i,-3.477000958058585E-5-1.4723177659935945E-9i,-3.4772258461016585E-5+1.4724129936524792E-9i,7946453.385716695,8266703.312122707,2.9255503029588086+7.391781929957926E-6i,-351.7251291561402-1.355582098734182E-4i
7.146979865771813E-7,2.404163420507524,-3.477000958058585E-5-1.4723177659935945E-9i,-3.4772258461016585E-5+1.4724129936524792E-9i,7946453.385716695,8266703.312122707,2.9255503029588086+7.391781929957926E-6i,-351.7251291561402-1.355582098734182E-4i
7.24765100671141E-7,1.4988027009900098+2.2245208394917324E-9i,-3.3680573583408556E-5-9.20895452325982E-10i,-3.368875477243312E-5+9.211191426900636E-10i,7946451.649808949,8268174.756537373,-1.2270330997446424-1.9111660421628754E-6i,-330.50394803134645-0.0042142259490629275i
7.24765100671141E-7,2.4041634205075257+4.847445063950433E-16i,-3.3680573583408556E-5-9.20895452325982E-10i,-3.368875477243312E-5+9.211191426900636E-10i,7946451.649808949,8268174.756537373,-1.2270330997446424-1.9111660421628754E-6i,-330.50394803134645-0.0042142259490629275i
7.348322147651007E-7,1.4988027009900138+2.2245264975728462E-9i,-2.7064353350642935E-5-3.308105093840299E-10i,-2.70676496972326E-5+3.308508009838438E-10i,7946488.856606223,8267212.3606044995,0.6436930117009468+1.991028744287863E-6i,-318.6231403936065-0.00848871181671688i
7.348322147651007E-7,2.404163420507528-4.847445063950416E-16i,-2.7064353350642935E-5-3.308105093840299E-10i,-2.70676496972326E-5+3.308508009838438E-10i,7946488.856606223,8267212.3606044995,0.6436930117009468+1.991028744287863E-6i,-318.6231403936065-0.00848871181671688i
7.448993288590604E-7,1.4988027009900076+2.2245244768296018E-9i,-2.7715751704956173E-5+2.3374973088121374E-10i,-2.772155587610026E-5-2.337986822305169E-10i,7946330.704380527,8267772.105433894,-0.7637538256474139-1.2903752528335615E-6i,-299.6109786970079-0.012448898494831955i
7.448993288590604E-7,2.4041634205075257+7.2711675959256425E-16i,-2.7715751704956173E-5+2.3374973088121374E-10i,-2.772155587610026E-5-2.337986822305169E-10i,7946330.704380527,8267772.105433894,-0.7637538256474139-1.2903752528335615E-6i,-299.6109786970079-0.012448898494831955i
7.549664429530202E-7,1.4988027009900051+2.2245224560863495E-9i,-2.374348848389152E-5+8.413944042999224E-10i,-2.374845215617255E-5-8.41570301202557E-10i,7946462.986168007,8267906.731530893,0.7402542606086929+1.8894330918606902E-6i,-266.34672927545773-0.01655793988673654i
7.549664429530202E-7,2.4041634205075177,-2.374348848389152E-5+8.413944042999224E-10i,-2.374845215617255E-5-8.41570301202557E-10i,7946462.986168007,8267906.731530893,0.7402542606086929+1.8894330918606902E-6i,-266.34672927545773-0.01655793988673654i
7.650335570469799E-7,1.4988027009900193+2.224522860234969E-9i,-1.883433782092192E-5+1.4504974425876316E-9i,-1.8837740087368654E-5-1.4507594628841188E-9i,7946438.3612484755,8267646.24956661,0.6060443229872317+1.5197601843169903E-6i,-239.1876183039329-0.020718424182035625i
7.650335570469799E-7,2.4041634205075226,-1.883433782092192E-5+1.4504974425876316E-9i,-1.8837740087368654E-5-1.4507594628841188E-9i,7946438.3612484755,8267646.24956661,0.6060443229872317+1.5197601843169903E-6i,-239.1876183039329-0.020718424182035625i
7.751006711409396E-7,1.4988027009900105+2.2245240726809443E-9i,-1.5540904850477996E-5+2.0965607863234312E-9i,-1.5543438125782168E-5-2.096902540276291E-9i,7946385.116170062,8267445.081722451,2.495784051475601+5.591335295240584E-6i,-223.87463203677106-0.024818654341761354i
7.751006711409396E-7,2.4041634205075293,-1.5540904850477996E-5+2.0965607863234312E-9i,-1.5543438125782168E-5-2.096902540276291E-9i,7946385.116170062,8267445.081722451,2.495784051475601+5.591335295240584E-6i,-223.87463203677106-0.024818654341761354i
7.851677852348993E-7,1.4988027009900082+2.2245228602349937E-9i,-1.252032905540211E-5+2.7158778038849415E-9i,-1.2521894358501407E-5-2.7162173454357215E-9i,7946422.357889563,8267169.83055629,4.690648605514895+1.0386025562694832E-5i,-182.88262269458593-0.028709297817661718i
7.851677852348993E-7,2.404163420507528,-1.252032905540211E-5+2.7158778038849415E-9i,-1.2521894358501407E-5-2.7162173454357215E-9i,7946422.357889563,8267169.83055629,4.690648605514895+1.0386025562694832E-5i,-182.88262269458593-0.028709297817661718i
7.952348993288592E-7,1.4988027009900133+2.224523668532286E-9i,-8.927206071595216E-6+3.3305339192968255E-9i,-8.929103197082997E-6-3.331241692897605E-9i,7946513.535284572,8267987.897712606,3.1756275298407957+7.0401383640843005E-6i,-156.72420931195828-0.03275227088835008i
7.952348993288592E-7,2.4041634205075195-7.271167595925733E-16i,-8.927206071595216E-6+3.3305339192968255E-9i,-8.929103197082997E-6-3.331241692897605E-9i,7946513.535284572,8267987.897712606,3.1756275298407957+7.0401383640843005E-6i,-156.72420931195828-0.03275227088835008i
8.053020134228189E-7,1.4988027009900067+2.224522051937695E-9i,-6.9413900388774895E-6+3.992134992326591E-9i,-6.942578273730136E-6-3.992818370426332E-9i,7946824.6264416855,8267969.921894479,2.5275381582287646+5.610622837571801E-6i,-115.99270439429375-0.036658589101816554i
8.053020134228189E-7,2.4041634205075293-7.271167595925602E-16i,-6.9413900388774895E-6+3.992134992326591E-9i,-6.942578273730136E-6-3.992818370426332E-9i,7946824.6264416855,8267969.921894479,2.5275381582287646+5.610622837571801E-6i,-115.99270439429375-0.036658589101816554i
8.153691275167786E-7,1.498802700990013+2.2245224560863325E-9i,-3.5731730261895665E-6+4.673217141909145E-9i,-3.574082577059577E-6-4.6744067089091165E-9i,7946415.834711818,8268233.747464609,3.3763833998722332+7.525752163704367E-6i,-93.41298131989126-0.040790784750438396i
8.153691275167786E-7,2.404163420507524,-3.5731730261895665E-6+4.673217141909145E-9i,-3.574082577059577E-6-4.6744067089091165E-9i,7946415.834711818,8268233.747464609,3.3763833998722332+7.525752163704367E-6i,-93.41298131989126-0.040790784750438396i
8.254362416107383E-7,1.498802700990013+2.2245224560863325E-9i,-5.068149291430939E-7+5.311569090701906E-9i,-5.068356556743423E-7-5.311786310827784E-9i,7946704.4043705035,8266767.845914063,0.8281946877145097+1.921143322941342E-6i,-55.05742740617777-0.04458718099786819i
8.254362416107383E-7,2.404163420507527,-5.068149291430939E-7+5.311569090701906E-9i,-5.068356556743423E-7-5.311786310827784E-9i,7946704.4043705035,8266767.845914063,0.8281946877145097+1.921143322941342E-6i,-55.05742740617777-0.04458718099786819i
8.35503355704698E-7,1.498802700990019+2.2245240726809244E-9i,1.2326729727060552E-6+5.989479443222452E-9i,1.2328979774571912E-6-5.9905727269736095E-9i,7946331.644123394,8267550.860902568,0.5463114674753712+1.3359401795031564E-6i,-30.127811469841845-0.04867400259412834i
8.35503355704698E-7,2.4041634205075257,1.2326729727060552E-6+5.989479443222452E-9i,1.2328979774571912E-6-5.9905727269736095E-9i,7946331.644123394,8267550.860902568,0.5463114674753712+1.3359401795031564E-6i,-30.127811469841845-0.04867400259412834i
8.455704697986578E-7,1.4988027009900147+2.224522456086328E-9i,7.656124617056702E-6+6.666188972261227E-9i,7.65722163137023E-6-6.667144142805725E-9i,7946389.887089174,8267287.028859392,0.8585570660773135+2.0544757535215817E-6i,2.265871210117579-0.052535315771769i
8.455704697986578E-7,2.404163420507527-4.847445063950423E-16i,7.656124617056702E-6+6.666188972261227E-9i,7.65722163137023E-6-6.667144142805725E-9i,7946389.887089174,8267287.028859392,0.8585570660773135+2.0544757535215817E-6i,2.265871210117579-0.052535315771769i
8.556375838926175E-7,1.4988027009899982+2.2245228602350165E-9i,8.571010718988509E-6+7.3589233494793406E-9i,8.573264897835591E-6-7.3608587489200265E-9i,7946470.269179819,8268360.239389811,0.7180753846327889+1.780108349085907E-6i,21.55523810978156-0.05655912147711301i
8.556375838926175E-7,2.4041634205075204-4.847445063950482E-16i,8.571010718988509E-6+7.3589233494793406E-9i,8.573264897835591E-6-7.3608587489200265E-9i,7946470.269179819,8268360.239389811,0.7180753846327889+1.780108349085907E-6i,21.55523810978156-0.05655912147711301i
8.657046979865772E-7,1.4988027009900111+2.224521243640382E-9i,8.557236722744223E-6+8.026448171877966E-9i,8.558477961999526E-6-8.027612419505382E-9i,7946330.532758289,8267239.871841652,1.3592973820474157+3.2126074728471832E-6i,44.151023260800464-0.06028392994392887i
8.657046979865772E-7,2.404163420507524-1.2118612659876116E-15i,8.557236722744223E-6+8.026448171877966E-9i,8.558477961999526E-6-8.027612419505382E-9i,7946330.532758289,8267239.871841652,1.3592973820474157+3.2126074728471832E-6i,44.151023260800464-0.06028392994392887i
8.757718120805369E-7,1.4988027009900171+2.2245248809782324E-9i,9.613333913827809E-6+8.726104552819807E-9i,9.613647177164926E-6-8.726388904602105E-9i,7946545.549941026,8266533.906357244,-4.246989485777746E-4+2.1604430918303692E-7i,62.55186705496062-0.06433869280771175i
8.757718120805369E-7,2.404163420507521,9.613333913827809E-6+8.726104552819807E-9i,9.613647177164926E-6-8.726388904602105E-9i,7946545.549941026,8266533.906357244,-4.246989485777746E-4+2.1604430918303692E-7i,62.55186705496062-0.06433869280771175i
8.858389261744967E-7,1.4988027009899982+2.2245228602350165E-9i,1.2059212886947882E-5+9.413100541861674E-9i,1.206104394589873E-5-9.414529817732657E-9i,7946525.607129224,8267498.932168764,0.8853771981557679+2.2095451726782753E-6i,89.27551200600861-0.0682960016450948i
8.858389261744967E-7,2.404163420507521,1.2059212886947882E-5+9.413100541861674E-9i,1.206104394589873E-5-9.414529817732657E-9i,7946525.607129224,8267498.932168764,0.8853771981557679+2.2095451726782753E-6i,89.27551200600861-0.0682960016450948i
8.959060402684565E-7,1.4988027009900133+2.224520031194421E-9i,1.4020813497220753E-5+1.0127742648534173E-8i,1.402373944706197E-5-1.0129856168338156E-8i,7946472.432116378,8267913.518648599,0.48566855109128093+1.307109731058215E-6i,94.61986645460097-0.07201344921110224i
8.959060402684565E-7,2.404163420507522,1.4020813497220753E-5+1.0127742648534173E-8i,1.402373944706197E-5-1.0129856168338156E-8i,7946472.432116378,8267913.518648599,0.48566855109128093+1.307109731058215E-6i,94.61986645460097-0.07201344921110224i
9.059731543624162E-7,1.4988027009900107+2.2245212436403824E-9i,1.5826045159112853E-5+1.0777848983832691E-8i,1.582866768004226E-5-1.0779634972325082E-8i,7946561.792261049,8267651.233584415,1.295600913368407+3.10768550608713E-6i,127.48197752940311-0.07588744878250922i
9.059731543624162E-7,2.404163420507524,1.5826045159112853E-5+1.0777848983832691E-8i,1.582866768004226E-5-1.0779634972325082E-8i,7946561.792261049,8267651.233584415,1.295600913368407+3.10768550608713E-6i,127.48197752940311-0.07588744878250922i
9.160402684563759E-7,1.4988027009900153+2.2245224560863267E-9i,1.5301970909420988E-5+1.1475665497153204E-8i,1.5303367153466198E-5-1.1476712606032842E-8i,7946550.973765418,8267024.4454305805,0.9596516528211055+2.3695811618416737E-6i,136.44486218881613-0.07967141119898395i
9.160402684563759E-7,2.4041634205075306,1.5301970909420988E-5+1.1475665497153204E-8i,1.5303367153466198E-5-1.1476712606032842E-8i,7946550.973765418,8267024.4454305805,0.9596516528211055+2.3695811618416737E-6i,136.44486218881613-0.07967141119898395i
9.261073825503356E-7,1.4988027009900122+2.224526093424198E-9i,1.597338402147394E-5+1.2152167288316197E-8i,1.597720074387764E-5-1.2155070959140148E-8i,7946243.778781875,8267925.714535084,0.6800645056180199+1.7649357997610125E-6i,144.9041041569819-0.08333504666910052i
9.261073825503356E-7,2.4041634205075217,1.597338402147394E-5+1.2152167288316197E-8i,1.597720074387764E-5-1.2155070959140148E-8i,7946243.778781875,8267925.714535084,0.6800645056180199+1.7649357997610125E-6i,144.9041041569819-0.08333504666910052i
9.361744966442953E-7,1.4988027009900062+2.2245220519376957E-9i,1.692162359190088E-5+1.2843268752888771E-8i,1.6926025390939487E-5-1.2846609655003865E-8i,7946670.579171929,8268544.924733866,0.2811573058438696+8.952859784864545E-7i,162.25120324287278-0.08700756464767621i
9.361744966442953E-7,2.4041634205075244,1.692162359190088E-5+1.2843268752888771E-8i,1.6926025390939487E-5-1.2846609655003865E-8i,7946670.579171929,8268544.924733866,0.2811573058438696+8.952859784864545E-7i,162.25120324287278-0.08700756464767621i
9.462416107382551E-7,1.4988027009900098+2.2245212436403845E-9i,1.554025429487762E-5+1.3529003112810226E-8i,1.5542682462339145E-5-1.3531117021921497E-8i,7946546.78239562,8267557.426602968,0.12683646259663764+5.641751718524314E-7i,165.0369665785289-0.09056990195493157i
9.462416107382551E-7,2.404163420507523-7.271167595925689E-16i,1.554025429487762E-5+1.3529003112810226E-8i,1.5542682462339145E-5-1.3531117021921497E-8i,7946546.78239562,8267557.426602968,0.12683646259663764+5.641751718524314E-7i,165.0369665785289-0.09056990195493157i
9.563087248322147E-7,1.498802700990013+2.2245228602349846E-9i,1.8577637063942877E-5+1.4197511282269144E-8i,1.8580922413392896E-5-1.4200022031387684E-8i,7946507.093942985,8267686.370644177,0.2160089371072384+7.618109270200082E-7i,177.37002581959317-0.09425832240850841i
9.563087248322147E-7,2.404163420507518,1.8577637063942877E-5+1.4197511282269144E-8i,1.8580922413392896E-5-1.4200022031387684E-8i,7946507.093942985,8267686.370644177,0.2160089371072384+7.618109270200082E-7i,177.37002581959317-0.09425832240850841i
9.663758389261744E-7,1.498802700990009+2.2245200311944315E-9i,1.78103005870053E-5+1.4876685674286383E-8i,1.781237570504648E-5-1.4878418990278716E-8i,7946364.315072584,8267039.111501116,0.21098367818400432+7.496076633817181E-7i,180.70086737277015-0.09759819862900264i
9.663758389261744E-7,2.4041634205075226+7.271167595925694E-16i,1.78103005870053E-5+1.4876685674286383E-8i,1.781237570504648E-5-1.4878418990278716E-8i,7946364.315072584,8267039.111501116,0.21098367818400432+7.496076633817181E-7i,180.70086737277015-0.09759819862900264i
9.764429530201341E-7,1.4988027009900053+2.2245248809782584E-9i,1.8009453994505418E-5+1.5544663435355986E-8i,1.8013068984424996E-5-1.5547783674405937E-8i,7946525.670610187,8267903.121125389,0.1838498522981732+6.858685397870354E-7i,188.89395411650068-0.10118018020277243i
9.764429530201341E-7,2.4041634205075226,1.8009453994505418E-5+1.5544663435355986E-8i,1.8013068984424996E-5-1.5547783674405937E-8i,7946525.670610187,8267903.121125389,0.1838498522981732+6.858685397870354E-7i,188.89395411650068-0.10118018020277243i
9.865100671140938E-7,1.4988027009900133+2.224520435343073E-9i,1.58826317027066E-5+1.6226402990379812E-8i,1.5885925690975995E-5-1.6229768275308994E-8i,7946648.552448159,8268086.095047828,0.1437760808054181+5.890916939331003E-7i,188.03096305274403-0.10465929176127212i
9.865100671140938E-7,2.404163420507527,1.58826317027066E-5+1.6226402990379812E-8i,1.5885925690975995E-5-1.6229768275308994E-8i,7946648.552448159,8268086.095047828,0.1437760808054181+5.890916939331003E-7i,188.03096305274403-0.10465929176127212i
9.965771812080536E-7,1.4988027009900036+2.224524476829611E-9i,1.2088875792614777E-5+1.6864526426978066E-8i,1.2089863540056899E-5-1.686590437916539E-8i,7946489.284111114,8266881.417498428,0.2371580472031603+7.863186271559357E-7i,184.45485865210551-0.1081109377936466i
9.965771812080536E-7,2.404163420507524+4.84744506395045E-16i,1.2088875792614777E-5+1.6864526426978066E-8i,1.2089863540056899E-5-1.686590437916539E-8i,7946489.284111114,8266881.417498428,0.2371580472031603+7.863186271559357E-7i,184.45485865210551-0.1081109377936466i
1.0066442953020133E-6,1.4988027009900138+2.22452245608633E-9i,1.3681537611505435E-5+1.7510400006489342E-8i,1.3684937827692683E-5-1.7514751794076234E-8i,7946460.812755355,8268230.751369507,0.09763813681522616+4.6684587854175794E-7i,176.26301701652378-0.11152857462901203i
1.0066442953020133E-6,2.404163420507527+9.694890127900842E-16i,1.3681537611505435E-5+1.7510400006489342E-8i,1.3684937827692683E-5-1.7514751794076234E-8i,7946460.812755355,8268230.751369507,0.09763813681522616+4.6684587854175794E-7i,176.26301701652378-0.11152857462901203i
1.016711409395973E-6,1.4988027009900133+2.224521647789028E-9i,1.0990476313984785E-5+1.811930875140002E-8i,1.099159386789298E-5-1.812115119241263E-8i,7946714.95516584,8267281.32359626,0.10195626491715504+4.642479637440712E-7i,164.4215786999731-0.11484248410106657i
1.016711409395973E-6,2.4041634205075204,1.0990476313984785E-5+1.811930875140002E-8i,1.099159386789298E-5-1.812115119241263E-8i,7946714.95516584,8267281.32359626,0.10195626491715504+4.642479637440712E-7i,164.4215786999731-0.11484248410106657i
1.026778523489933E-6,1.4988027009900133+2.224522051937679E-9i,8.54501131262049E-6+1.873611220962212E-8i,8.546440803502106E-6-1.8739246564929652E-8i,7946382.478236403,8267477.737481278,0.08645997124811028+4.1682107455974883E-7i,147.27001928338234-0.11835084978690899i
1.026778523489933E-6,2.404163420507525,8.54501131262049E-6+1.873611220962212E-8i,8.546440803502106E-6-1.8739246564929652E-8i,7946382.478236403,8267477.737481278,0.08645997124811028+4.1682107455974883E-7i,147.27001928338234-0.11835084978690899i
1.0368456375838927E-6,1.4988027009900058+2.224521647789045E-9i,5.6703569306809546E-6+1.9293853942871297E-8i,5.67161097999791E-6-1.929812094839747E-8i,7946400.021644293,8267941.279277659,0.044732618526509345+3.0802005162940763E-7i,133.98473545299314-0.12157527847204913i
