% Model,tutorial_comsol_projeto1.mph
% Version,COMSOL 6.3.0.420
% Date,"Sep 3 2025, 13:49"
% Table,Accumulated Probe Table 3 - 
% gap (m),Effective_mode_index (1),C12,C21,X11,X22,K12,K21
6.033557046979867E-8,1.4988027009900062+2.224525285126908E-9i,-5.340118015279214E-5-1.1383134765702753E-8i,-5.341575976505809E-5+1.1386242593858912E-8i,7946213.374127498,8268175.7632181905,-45.49184282795444+0.0010539312838554148i,-220.66787957611822+0.06248426140786956i
6.033557046979867E-8,2.404163420507524-7.271167595925672E-16i,-5.340118015279214E-5-1.1383134765702753E-8i,-5.341575976505809E-5+1.1386242593858912E-8i,7946213.374127498,8268175.7632181905,-45.49184282795444+0.0010539312838554148i,-220.66787957611822+0.06248426140786956i
7.040268456375839E-8,1.4988027009900113+2.224523264383638E-9i,-2.81121253688661E-5-1.1375570601751342E-8i,-2.8119313025479594E-5+1.1378479086762716E-8i,7946458.128575094,8268287.080518416,108.18458484318154+0.001268108881814629i,-147.50359517139168+0.06309239425564593i
7.040268456375839E-8,2.404163420507525,-2.81121253688661E-5-1.1375570601751342E-8i,-2.8119313025479594E-5+1.1378479086762716E-8i,7946458.128575094,8268287.080518416,108.18458484318154+0.001268108881814629i,-147.50359517139168+0.06309239425564593i
8.046979865771812E-8,1.498802700990013+2.2245216477890296E-9i,-4.2581759829626766E-5-1.1382625552501739E-8i,-4.2589141412799536E-5+1.138459874002559E-8i,7946582.7711918615,8267736.228361194,53.26113405462284+0.0010378807982887532i,-338.21410957653933+0.06436674268350062i
8.046979865771812E-8,2.404163420507524-9.6948901279009E-16i,-4.2581759829626766E-5-1.1382625552501739E-8i,-4.2589141412799536E-5+1.138459874002559E-8i,7946582.7711918615,8267736.228361194,53.26113405462284+0.0010378807982887532i,-338.21410957653933+0.06436674268350062i
9.053691275167785E-8,1.4988027009900053+2.224521243640394E-9i,-6.89797189219294E-5-1.1339609969238426E-8i,-6.899110902242887E-5+1.1341482393469747E-8i,7946545.333014581,8267629.259275371,94.93193245294309+0.0010314569199251704i,-230.5317649529452+0.06409043827117887i
9.053691275167785E-8,2.404163420507529,-6.89797189219294E-5-1.1339609969238426E-8i,-6.899110902242887E-5+1.1341482393469747E-8i,7946545.333014581,8267629.259275371,94.93193245294309+0.0010314569199251704i,-230.5317649529452+0.06409043827117887i
1.0060402684563759E-7,1.4988027009900087+2.224524880978251E-9i,-3.4203659889723605E-5-1.1340159131268734E-8i,-3.421143771142052E-5+1.1342737853429646E-8i,7946458.530851364,8268053.724971629,10.566268386044703+7.594034629830194E-4i,-343.5305849203226+0.06480370172926826i
1.0060402684563759E-7,2.404163420507525-4.847445063950441E-16i,-3.4203659889723605E-5-1.1340159131268734E-8i,-3.421143771142052E-5+1.1342737853429646E-8i,7946458.530851364,8268053.724971629,10.566268386044703+7.594034629830194E-4i,-343.5305849203226+0.06480370172926826i
1.1067114093959732E-7,1.4988027009900042+2.2245232643836545E-9i,-2.6245897906899112E-5-1.14422741578754E-8i,-2.6250550900792762E-5+1.1444302697038748E-8i,7946472.86245721,8267654.39522327,-31.940103438532862+5.886250436187771E-4i,-353.5878018103789+0.06457741400558419i
1.1067114093959732E-7,2.404163420507529,-2.6245897906899112E-5-1.14422741578754E-8i,-2.6250550900792762E-5+1.1444302697038748E-8i,7946472.86245721,8267654.39522327,-31.940103438532862+5.886250436187771E-4i,-353.5878018103789+0.06457741400558419i
1.2073825503355707E-7,1.4988027009900076+2.2245232643836467E-9i,-5.089466878033805E-5-1.1603122747158863E-8i,-5.0909758970359294E-5+1.1606563054980937E-8i,7946575.013480882,8268746.131691845,30.15314380637614+6.566422836900935E-4i,-278.3218542585919+0.06479002524706928i
1.2073825503355707E-7,2.404163420507525,-5.089466878033805E-5-1.1603122747158863E-8i,-5.0909758970359294E-5+1.1606563054980937E-8i,7946575.013480882,8268746.131691845,30.15314380637614+6.566422836900935E-4i,-278.3218542585919+0.06479002524706928i
1.308053691275168E-7,1.4988027009900087+2.2245212436403865E-9i,-4.593066881291265E-5-1.1621495100009591E-8i,-4.594158392658276E-5+1.1624256869940402E-8i,7946391.345202376,8268068.514006364,87.16453260704827+7.196890664923548E-4i,-389.86168287051686+0.06471588037015855i
1.308053691275168E-7,2.404163420507528,-4.593066881291265E-5-1.1621495100009591E-8i,-4.594158392658276E-5+1.1624256869940402E-8i,7946391.345202376,8268068.514006364,87.16453260704827+7.196890664923548E-4i,-389.86168287051686+0.06471588037015855i
1.4087248322147653E-7,1.4988027009900111+2.224521243640382E-9i,-2.5365897564049298E-5-1.1563610878771177E-8i,-2.5371167931136416E-5+1.1566013493306036E-8i,7946499.314294958,8267933.94580114,74.06944398920245+6.367587455383189E-4i,-379.6881259572512+0.06535140852953841i
1.4087248322147653E-7,2.4041634205075226-7.271167595925694E-16i,-2.5365897564049298E-5-1.1563610878771177E-8i,-2.5371167931136416E-5+1.1566013493306036E-8i,7946499.314294958,8267933.94580114,74.06944398920245+6.367587455383189E-4i,-379.6881259572512+0.06535140852953841i
1.5093959731543625E-7,1.4988027009900053+2.2245216477890457E-9i,-2.7789551272136397E-5-1.147703631271906E-8i,-2.7792912273482187E-5+1.1478424400425665E-8i,7946467.184177835,8267182.772108798,57.12598727423651+5.497888492558228E-4i,-369.707792564946+0.06550819591435414i
1.5093959731543625E-7,2.404163420507529+9.694890127900814E-16i,-2.7789551272136397E-5-1.147703631271906E-8i,-2.7792912273482187E-5+1.1478424400425665E-8i,7946467.184177835,8267182.772108798,57.12598727423651+5.497888492558228E-4i,-369.707792564946+0.06550819591435414i
1.61006711409396E-7,1.4988027009900122+2.2245232643836368E-9i,-2.710021869457384E-5-1.1336443441898684E-8i,-2.7106672674376847E-5+1.1339143242141443E-8i,7946249.469082452,8267925.102469457,73.68274740454912+5.427741976110069E-4i,-387.68645096341487+0.06603758866045564i
1.61006711409396E-7,2.404163420507522-4.847445063950467E-16i,-2.710021869457384E-5-1.1336443441898684E-8i,-2.7106672674376847E-5+1.1339143242141443E-8i,7946249.469082452,8267925.102469457,73.68274740454912+5.427741976110069E-4i,-387.68645096341487+0.06603758866045564i
1.7107382550335572E-7,1.4988027009900087+2.224522860234993E-9i,-4.050693372221621E-5-1.1179151432715176E-8i,-4.0515483370850745E-5+1.1181510974847827E-8i,7946352.29655645,8267808.197834482,31.100559648184788+4.098798529641752E-4i,-478.29516500993844+0.06662458279610564i
1.7107382550335572E-7,2.4041634205075257,-4.050693372221621E-5-1.1179151432715176E-8i,-4.0515483370850745E-5+1.1181510974847827E-8i,7946352.29655645,8267808.197834482,31.100559648184788+4.098798529641752E-4i,-478.29516500993844+0.06662458279610564i
1.8114093959731544E-7,1.4988027009900036+2.224522456086353E-9i,-2.6843197274707045E-5-1.1149615280071001E-8i,-2.684913045835382E-5+1.1152079692725509E-8i,7946475.184491171,8268018.428614441,76.18850479515558+4.7414972747486007E-4i,-333.33232382426536+0.06712977025104684i
1.8114093959731544E-7,2.404163420507528,-2.6843197274707045E-5-1.1149615280071001E-8i,-2.684913045835382E-5+1.1152079692725509E-8i,7946475.184491171,8268018.428614441,76.18850479515558+4.7414972747486007E-4i,-333.33232382426536+0.06712977025104684i
1.912080536912752E-7,1.4988027009900147+2.224522456086328E-9i,-4.322771935056135E-5-1.1053610460082202E-8i,-4.3236156551096994E-5+1.1055767907421385E-8i,7946458.574500591,8267787.45887483,51.653657988531016+3.9000260882004155E-4i,-443.76966037284024+0.06756042971580019i
1.912080536912752E-7,2.4041634205075257,-4.322771935056135E-5-1.1053610460082202E-8i,-4.3236156551096994E-5+1.1055767907421385E-8i,7946458.574500591,8267787.45887483,51.653657988531016+3.9000260882004155E-4i,-443.76966037284024+0.06756042971580019i
2.012751677852349E-7,1.4988027009900167+2.2245244768295823E-9i,-1.9553639825549666E-5-1.0889137892506055E-8i,-1.9559200521841102E-5+1.0892234563470453E-8i,7946469.612179082,8268536.297513943,0.6242159740730305+2.4977940238915606E-4i,-437.81504338024945+0.06797615762531813i
2.012751677852349E-7,2.4041634205075217+4.847445063950471E-16i,-1.9553639825549666E-5-1.0889137892506055E-8i,-1.9559200521841102E-5+1.0892234563470453E-8i,7946469.612179082,8268536.297513943,0.6242159740730305+2.4977940238915606E-4i,-437.81504338024945+0.06797615762531813i
2.1134228187919466E-7,1.4988027009900167+2.2245228602349764E-9i,-1.6940751684488454E-5-1.073532942054963E-8i,-1.694516254185265E-5+1.073812457437229E-8i,7946416.731923188,8268282.787638666,41.719161202251335+3.1507295172104004E-4i,-443.402921685537+0.0687120586079267i
2.1134228187919466E-7,2.4041634205075257-4.847445063950431E-16i,-1.6940751684488454E-5-1.073532942054963E-8i,-1.694516254185265E-5+1.073812457437229E-8i,7946416.731923188,8268282.787638666,41.719161202251335+3.1507295172104004E-4i,-443.402921685537+0.0687120586079267i
2.2140939597315438E-7,1.4988027009900087+2.224523668532296E-9i,-9.538297235998038E-6-1.0755674269671098E-8i,-9.539380627321768E-6+1.0756895934701897E-8i,7946472.594947486,8267127.549859428,68.63115360109286+3.519599840056574E-4i,-375.3752685058702+0.0691277084622853i
2.2140939597315438E-7,2.4041634205075257+7.2711675959256425E-16i,-9.538297235998038E-6-1.0755674269671098E-8i,-9.539380627321768E-6+1.0756895934701897E-8i,7946472.594947486,8267127.549859428,68.63115360109286+3.519599840056574E-4i,-375.3752685058702+0.0691277084622853i
2.3147651006711412E-7,1.498802700990013+2.224523264383636E-9i,1.0923139241320133E-5-1.0622132223180142E-8i,1.0924806998710194E-5+1.0623754022474589E-8i,7946324.194014545,8267296.344746289,39.61805726238677+2.6852146268952626E-4i,-360.75880228287434+0.06985890652945047i
2.3147651006711412E-7,2.4041634205075217+4.847445063950471E-16i,1.0923139241320133E-5-1.0622132223180142E-8i,1.0924806998710194E-5+1.0623754022474589E-8i,7946324.194014545,8267296.344746289,39.61805726238677+2.6852146268952626E-4i,-360.75880228287434+0.06985890652945047i
2.4154362416107384E-7,1.4988027009900107+2.2245224560863363E-9i,-2.3046380635726074E-6-1.0524857161352086E-8i,-2.305129457985578E-6+1.0527101269044435E-8i,7946521.281358167,8268001.819773918,63.657820651310786+3.0293356617799107E-4i,-332.0370049544638+0.07039461490555328i
2.4154362416107384E-7,2.4041634205075257,-2.3046380635726074E-6-1.0524857161352086E-8i,-2.305129457985578E-6+1.0527101269044435E-8i,7946521.281358167,8268001.819773918,63.657820651310786+3.0293356617799107E-4i,-332.0370049544638+0.07039461490555328i
2.5161073825503357E-7,1.4988027009900209+2.2245224560863148E-9i,-2.6842161288190013E-5-1.0486901594633014E-8i,-2.684542342970383E-5+1.0488176073117645E-8i,7946346.177226201,8267061.7229872495,53.645171517730994+2.650635384646292E-4i,-352.8767276509568+0.07103424659407277i
2.5161073825503357E-7,2.4041634205075257-4.847445063950429E-16i,-2.6842161288190013E-5-1.0486901594633014E-8i,-2.684542342970383E-5+1.0488176073117645E-8i,7946346.177226201,8267061.7229872495,53.645171517730994+2.650635384646292E-4i,-352.8767276509568+0.07103424659407277i
2.616778523489933E-7,1.4988027009900096+2.2245240726809464E-9i,-2.2780523309752105E-5-1.0438599497376616E-8i,-2.27835372216223E-5+1.0439980546376498E-8i,7946350.284448473,8267155.034902741,45.85910603494422+2.3364650575041906E-4i,-311.25919230998363+0.0717653954522952i
2.616778523489933E-7,2.404163420507525-1.4542335191851324E-15i,-2.2780523309752105E-5-1.0438599497376616E-8i,-2.27835372216223E-5+1.0439980546376498E-8i,7946350.284448473,8267155.034902741,45.85910603494422+2.3364650575041906E-4i,-311.25919230998363+0.0717653954522952i
2.7174496644295306E-7,1.498802700990017+2.2245240726809302E-9i,-3.45588125442838E-5-1.0373969232764914E-8i,-3.4568202403747136E-5+1.0376787909276107E-8i,7946413.824397979,8268373.475608493,-9.257091964388623+9.957810926098261E-5i,-360.71194220379886+0.07240222220454774i
2.7174496644295306E-7,2.4041634205075213-9.694890127900952E-16i,-3.45588125442838E-5-1.0373969232764914E-8i,-3.4568202403747136E-5+1.0376787909276107E-8i,7946413.824397979,8268373.475608493,-9.257091964388623+9.957810926098261E-5i,-360.71194220379886+0.07240222220454774i
2.818120805369128E-7,1.4988027009900042+2.224523668532306E-9i,-3.354014276902834E-5-1.0278535961393643E-8i,-3.354223870613044E-5+1.0279178271267631E-8i,7946709.382674795,8266951.536276549,25.133486291062862+1.6396416584021957E-4i,-370.3453573276039+0.07314170375112997i
2.818120805369128E-7,2.404163420507524+4.84744506395045E-16i,-3.354014276902834E-5-1.0278535961393643E-8i,-3.354223870613044E-5+1.0279178271267631E-8i,7946709.382674795,8266951.536276549,25.133486291062862+1.6396416584021957E-4i,-370.3453573276039+0.07314170375112997i
2.918791946308725E-7,1.498802700990019+2.2245204353430604E-9i,-4.1381530295785815E-5-1.0146363286903476E-8i,-4.13892782297599E-5+1.0148263007678933E-8i,7946485.149813404,8267749.403767988,3.738946405955457+1.0618263170156409E-4i,-431.99089660157546+0.07341268192526307i
2.918791946308725E-7,2.404163420507527,-4.1381530295785815E-5-1.0146363286903476E-8i,-4.13892782297599E-5+1.0148263007678933E-8i,7946485.149813404,8267749.403767988,3.738946405955457+1.0618263170156409E-4i,-431.99089660157546+0.07341268192526307i
3.019463087248322E-7,1.4988027009900171+2.2245240726809294E-9i,-2.5920986234248892E-5-9.935653793456878E-9i,-2.5926126926553956E-5+9.937624248536813E-9i,7946221.163305615,8267566.413320669,9.338176578318317+1.0846416581526134E-4i,-451.6572569163644+0.07371237050310603i
3.019463087248322E-7,2.404163420507528+4.847445063950416E-16i,-2.5920986234248892E-5-9.935653793456878E-9i,-2.5926126926553956E-5+9.937624248536813E-9i,7946221.163305615,8267566.413320669,9.338176578318317+1.0846416581526134E-4i,-451.6572569163644+0.07371237050310603i
3.12013422818792E-7,1.4988027009900107+2.2245228602349888E-9i,-3.022705704013118E-6-9.848911281731289E-9i,-3.023240021810318E-6+9.850652254586065E-9i,7946252.000827211,8267420.336889846,-17.088581366480167+4.088896550332831E-5i,-365.5241385309885+0.07369791396687202i
3.12013422818792E-7,2.404163420507527,-3.022705704013118E-6-9.848911281731289E-9i,-3.023240021810318E-6+9.850652254586065E-9i,7946252.000827211,8267420.336889846,-17.088581366480167+4.088896550332831E-5i,-365.5241385309885+0.07369791396687202i
3.220805369127517E-7,1.4988027009900113+2.224521647789032E-9i,-1.0809083671358819E-5-9.716215920486557E-9i,-1.0812193720150797E-5+9.71901152338001E-9i,7946177.010296136,8268259.47634653,-5.398500185546302+5.8340863840565066E-5i,-371.97939050933985+0.07371357505265953i
3.220805369127517E-7,2.404163420507527+7.271167595925637E-16i,-1.0809083671358819E-5-9.716215920486557E-9i,-1.0812193720150797E-5+9.71901152338001E-9i,7946177.010296136,8268259.47634653,-5.398500185546302+5.8340863840565066E-5i,-371.97939050933985+0.07371357505265953i
3.3214765100671143E-7,1.4988027009900122+2.2245232643836363E-9i,3.29035576682967E-5-9.557646546213216E-9i,3.290949650430803E-5+9.559371627010381E-9i,7946508.160146808,8267717.634330158,-9.522616242862346+4.11020571978304E-5i,-294.7925510677093+0.07345731383015844i
3.3214765100671143E-7,2.404163420507525+4.84744506395044E-16i,3.29035576682967E-5-9.557646546213216E-9i,3.290949650430803E-5+9.559371627010381E-9i,7946508.160146808,8267717.634330158,-9.522616242862346+4.11020571978304E-5i,-294.7925510677093+0.07345731383015844i
3.4221476510067115E-7,1.4988027009900051+2.2245256892755623E-9i,1.6917730725924472E-5-9.497784954370617E-9i,1.6920870239796505E-5+9.499547509177728E-9i,7946290.885756489,8267533.594616657,7.349985592726855+7.149983003164372E-5i,-258.47586066685346+0.07285047173446134i
3.4221476510067115E-7,2.404163420507523,1.6917730725924472E-5-9.497784954370617E-9i,1.6920870239796505E-5+9.499547509177728E-9i,7946290.885756489,8267533.594616657,7.349985592726855+7.149983003164372E-5i,-258.47586066685346+0.07285047173446134i
3.522818791946309E-7,1.4988027009900107+2.2245236685322918E-9i,3.3970752339840425E-5-9.418004051313047E-9i,3.3975714227474E-5+9.419379678127776E-9i,7946651.92951312,8267582.614544958,10.708301845831224+7.235114580709495E-5i,-149.83857991808114+0.07230215816112141i
3.522818791946309E-7,2.404163420507519-9.694890127900982E-16i,3.3970752339840425E-5-9.418004051313047E-9i,3.3975714227474E-5+9.419379678127776E-9i,7946651.92951312,8267582.614544958,10.708301845831224+7.235114580709495E-5i,-149.83857991808114+0.07230215816112141i
3.6234899328859065E-7,1.4988027009900196+2.224526093424181E-9i,2.9473711654413957E-5-9.408174695663435E-9i,2.948023049405311E-5+9.410255545977026E-9i,7946446.863189482,8267990.1477512615,25.075244445783458+9.874255116516659E-5i,-151.62702423316557+0.07180631697571496i
3.6234899328859065E-7,2.4041634205075217,2.9473711654413957E-5-9.408174695663435E-9i,2.948023049405311E-5+9.410255545977026E-9i,7946446.863189482,8267990.1477512615,25.075244445783458+9.874255116516659E-5i,-151.62702423316557+0.07180631697571496i
3.7241610738255037E-7,1.4988027009900116+2.224521243640379E-9i,4.798513539773674E-5-9.494694682176233E-9i,4.799286147269475E-5+9.496223420653459E-9i,7946420.478969197,8267465.36432711,28.43505336039397+1.0147832642396341E-4i,-66.05763054503664+0.07160242223851844i
3.7241610738255037E-7,2.404163420507528,4.798513539773674E-5-9.494694682176233E-9i,4.799286147269475E-5+9.496223420653459E-9i,7946420.478969197,8267465.36432711,28.43505336039397+1.0147832642396341E-4i,-66.05763054503664+0.07160242223851844i
3.824832214765101E-7,1.4988027009900144+2.2245248809782378E-9i,4.917369457607781E-5-9.56897610954622E-9i,4.918574778738679E-5+9.571321609351638E-9i,7946316.757648499,8268052.668913071,12.25905702266985+6.212308762039536E-5i,6.615065386720026+0.07113688993200351i
3.824832214765101E-7,2.404163420507523,4.917369457607781E-5-9.56897610954622E-9i,4.918574778738679E-5+9.571321609351638E-9i,7946316.757648499,8268052.668913071,12.25905702266985+6.212308762039536E-5i,6.615065386720026+0.07113688993200351i
3.925503355704698E-7,1.4988027009900105+2.2245208394917315E-9i,4.7980771886287836E-5-9.589797190208618E-9i,4.7987343691267984E-5+9.591110680476799E-9i,7946705.2339365985,8267562.879850947,11.5478318334215+5.702762067113963E-5i,52.12209068677463+0.07109833267775079i
3.925503355704698E-7,2.404163420507525,4.7980771886287836E-5-9.589797190208618E-9i,4.7987343691267984E-5+9.591110680476799E-9i,7946705.2339365985,8267562.879850947,11.5478318334215+5.702762067113963E-5i,52.12209068677463+0.07109833267775079i
4.026174496644296E-7,1.4988027009900062+2.2245232643836496E-9i,5.092111212067554E-5-9.620532008261343E-9i,5.093255519518436E-5+9.622693949742972E-9i,7946473.019991613,8268046.6823334955,19.843019533734225+7.285940653145119E-5i,106.43556519723542+0.0709623849505077i
4.026174496644296E-7,2.4041634205075266+4.847445063950427E-16i,5.092111212067554E-5-9.620532008261343E-9i,5.093255519518436E-5+9.622693949742972E-9i,7946473.019991613,8268046.6823334955,19.843019533734225+7.285940653145119E-5i,106.43556519723542+0.0709623849505077i
4.126845637583893E-7,1.4988027009900144+2.2245228602349805E-9i,4.9321557960689605E-5-9.636698872444106E-9i,4.9325319073900533E-5+9.637433738026963E-9i,7946362.933366796,8266704.921069477,8.334903956610459+4.5132630335408104E-5i,144.49733137029494+0.07110466515091729i
4.126845637583893E-7,2.404163420507525-7.271167595925662E-16i,4.9321557960689605E-5-9.636698872444106E-9i,4.9325319073900533E-5+9.637433738026963E-9i,7946362.933366796,8266704.921069477,8.334903956610459+4.5132630335408104E-5i,144.49733137029494+0.07110466515091729i
4.22751677852349E-7,1.4988027009900058+2.2245212436403936E-9i,3.308638599129862E-5-9.63817842215428E-9i,3.309352068971937E-5+9.640256784426497E-9i,7946408.593379841,8267904.566353422,-1.021437473682697+2.2673676955233306E-5i,194.99363488348405+0.07111277718979823i
4.22751677852349E-7,2.404163420507522+1.4542335191851393E-15i,3.308638599129862E-5-9.63817842215428E-9i,3.309352068971937E-5+9.640256784426497E-9i,7946408.593379841,8267904.566353422,-1.021437473682697+2.2673676955233306E-5i,194.99363488348405+0.07111277718979823i
4.3281879194630874E-7,1.4988027009900167+2.2245244768295823E-9i,3.983361988637443E-5-9.566337267703477E-9i,3.984224193318885E-5+9.568407915764065E-9i,7946468.3921195995,8267973.504904074,-1.6257366221058211+1.9448028945948077E-5i,235.1797145799128+0.07120731633220628i
4.3281879194630874E-7,2.404163420507524,3.983361988637443E-5-9.566337267703477E-9i,3.984224193318885E-5+9.568407915764065E-9i,7946468.3921195995,8267973.504904074,-1.6257366221058211+1.9448028945948077E-5i,235.1797145799128+0.07120731633220628i
4.4288590604026847E-7,1.4988027009900042+2.224525285126913E-9i,3.116303183192339E-5-9.533316518052499E-9i,3.11687490004301E-5+9.535065499899175E-9i,7946166.759486017,8267386.964732335,-5.088331058130964+1.0376085956568156E-5i,293.9637463130454+0.07116442134831397i
4.4288590604026847E-7,2.404163420507524,3.116303183192339E-5-9.533316518052499E-9i,3.11687490004301E-5+9.535065499899175E-9i,7946166.759486017,8267386.964732335,-5.088331058130964+1.0376085956568156E-5i,293.9637463130454+0.07116442134831397i
4.5295302013422824E-7,1.4988027009900113+2.22452366853229E-9i,3.446080462171829E-5-9.415561738644466E-9i,3.446797153340874E-5+9.417519919837195E-9i,7946411.78410854,8267844.52099035,2.4649250705107772+2.503112579537862E-5i,319.57834599429515+0.0709967532510951i
4.5295302013422824E-7,2.4041634205075226,3.446080462171829E-5-9.415561738644466E-9i,3.446797153340874E-5+9.417519919837195E-9i,7946411.78410854,8267844.52099035,2.4649250705107772+2.503112579537862E-5i,319.57834599429515+0.0709967532510951i
4.6302013422818796E-7,1.4988027009900187+2.2245232643836223E-9i,2.293780795197395E-5-9.321700247200814E-9i,2.2942263796936974E-5+9.323511058904383E-9i,7946428.642056112,8267748.689159652,2.2788867472168115+2.2909228714773178E-5i,288.67862211559356+0.07065579882142446i
4.6302013422818796E-7,2.404163420507529-7.271167595925608E-16i,2.293780795197395E-5-9.321700247200814E-9i,2.2942263796936974E-5+9.323511058904383E-9i,7946428.642056112,8267748.689159652,2.2788867472168115+2.2909228714773178E-5i,288.67862211559356+0.07065579882142446i
4.730872483221477E-7,1.4988027009900045+2.224522051937699E-9i,8.504205111955314E-6-9.380747549630516E-9i,8.505767230009238E-6+9.382470677766997E-9i,7946435.731550719,8267668.69259379,4.257651561076267+2.5629217461895725E-5i,302.4913039918125+0.07042260801512648i
4.730872483221477E-7,2.404163420507525+9.694890127900875E-16i,8.504205111955314E-6-9.380747549630516E-9i,8.505767230009238E-6+9.382470677766997E-9i,7946435.731550719,8267668.69259379,4.257651561076267+2.5629217461895725E-5i,302.4913039918125+0.07042260801512648i
4.831543624161074E-7,1.4988027009900167+2.2245216477890213E-9i,9.457969248054193E-6-9.286672641226715E-9i,9.458940056240983E-6+9.287625866765084E-9i,7946483.821002331,8267048.806258048,3.2554392615427816+2.1799801128425994E-5i,273.79359821305053+0.06980057616689578i
4.831543624161074E-7,2.404163420507525,9.457969248054193E-6-9.286672641226715E-9i,9.458940056240983E-6+9.287625866765084E-9i,7946483.821002331,8267048.806258048,3.2554392615427816+2.1799801128425994E-5i,273.79359821305053+0.06980057616689578i
4.932214765100671E-7,1.4988027009900022+2.2245244768296138E-9i,5.521587658194675E-6-9.166768365042526E-9i,5.522709781910973E-6+9.168631279990278E-9i,7946418.983626123,8267812.76398359,2.583113696912001+1.891951208604705E-5i,242.93294412376514+0.06879833071874566i
4.932214765100671E-7,2.404163420507527-4.847445063950421E-16i,5.521587658194675E-6-9.166768365042526E-9i,5.522709781910973E-6+9.168631279990278E-9i,7946418.983626123,8267812.76398359,2.583113696912001+1.891951208604705E-5i,242.93294412376514+0.06879833071874566i
5.032885906040268E-7,1.4988027009900025+2.2245208394917485E-9i,5.118713223045327E-7-9.105633973745194E-9i,5.120169382369378E-7+9.108224322771005E-9i,7946493.333283791,8268561.773309301,2.0014346429903562+1.6396040888031564E-5i,184.13685965349507+0.06777654115833133i
5.032885906040268E-7,2.404163420507519,5.118713223045327E-7-9.105633973745194E-9i,5.120169382369378E-7+9.108224322771005E-9i,7946493.333283791,8268561.773309301,2.0014346429903562+1.6396040888031564E-5i,184.13685965349507+0.06777654115833133i
5.133557046979866E-7,1.4988027009900196+2.224522051937665E-9i,-2.8766579128262524E-6-8.92058453255497E-9i,-2.877689017681847E-6+8.923782013209615E-9i,7946337.6348950155,8269011.128512719,7.089447549280634+2.634416004708076E-5i,136.2494798225945+0.06634826164958492i
5.133557046979866E-7,2.404163420507528,-2.8766579128262524E-6-8.92058453255497E-9i,-2.877689017681847E-6+8.923782013209615E-9i,7946337.6348950155,8269011.128512719,7.089447549280634+2.634416004708076E-5i,136.2494798225945+0.06634826164958492i
